	Masticophis_lateralis	Coluber_constrictor	Drymarchon_corais	Phrynonax_poecilonotus	Leptophis_mexicanus	Drymobius_margaritiferus	Ptyas_mucosa	Arizona_elegans	Pantherophis_guttatus	Pantherophis_vulpinus	Pantherophis_alleghaniensis	Pantherophis_spiloides	Pantherophis_obsoletus	Pituophis_catenifer	Pseudelaphe_flavirufa	Elaphe_schrenckii	Oligodon_sublineatus	Oligodon_taeniolatus	Crotaphopeltis_hotamboeia	Telescopus_dhara	Boiga_trigonata	Boiga_beddomei	Boiga_ceylonensis	Boiga_barnesii	Dasypeltis_abyssina	Lycodon_aulicus	Lycodon_carinatus	Stegonotus_admiraltiensis	Hemorrhois_hippocrepis	Philothamnus_battersbyi	Dendrelaphis_bifrenalis	Dendrelaphis_tristis	Dendrelaphis_schokari	Dendrelaphis_caudolineolatus	Chrysopelea_ornata	Ahaetulla_pulverulenta	Ahaetulla_nasuta	Ahaetulla_prasina	Grayia_smithii	Sibynophis_collaris	Sibynophis_subpunctatus	Thamnophis_elegans	Thamnophis_saurita	Thamnophis_sirtalis	Nerodia_floridana	Natrix_natrix	Natrix_helvetica	Natrix_maura	Rhabdophis_nuchalis	Fowlea_piscator	Amphiesma_stolatum	Natriciteres_olivacea	Aspidura_guentheri	Erythrolamprus_reginae	Xenodon_rabdocephalus	Siphlophis_compressus	Tropidodipsas_fasciata	Tropidodipsas_sartorii	Ninia_sebae	Ninia_diademata	Coniophanes_schmidti	Coniophanes_imperialis	Leptodeira_frenata	Imantodes_gemmistratus	Imantodes_tenuissimus	Imantodes_cenchoa	Diadophis_punctatus	Thermophis_baileyi	Pseudoxenodon_macrops	Pseudoxenodon_stejnegeri	Hydrophis_ornatus	Hydrophis_major	Hydrophis_schistosus	Hydrophis_curtus	Hydrophis_elegans	Hydrophis_melanocephalus	Hydrophis_cyanocinctus	Aipysurus_laevis	Notechis_scutatus	Pseudonaja_textilis	Laticauda_colubrina	Laticauda_laticaudata	Bungarus_multicinctus	Bungarus_caeruleus	Bungarus_ceylonicus	Naja_melanoleuca	Naja_haje	Naja_naja	Naja_nigricollis	Aspidelaps_lubricus	Ophiophagus_hannah	Micrurus_fulvius	Micrurus_diastema	Psammophis_sibilans	Psammophis_punctulatus	Mimophis_mahfalensis	Malpolon_monspessulanus	Psammodynastes_pulverulentus	Aparallactus_lunulatus	Aparallactus_werneri	Atractaspis_microlepidota	Atractaspis_fallax	Boaedon_fuliginosus	Lamprophis_erlangeri	Pseudoxyrhopus_heterurus	Oxyrhabdium_leporinum	Cerberus_rynchops	Bothrops_atrox	Bothrops_asper	Bothrops_jararaca	Bothrops_alternatus	Bothrops_fonsecai	Bothrops_cotiara	Crotalus_simus	Crotalus_horridus	Crotalus_helleri	Crotalus_viridis	Crotalus_tigris	Crotalus_mitchellii	Crotalus_adamanteus	Crotalus_ruber	Crotalus_aquilus	Crotalus_enyo	Sistrurus_catenatus	Agkistrodon_piscivorus	Protobothrops_mucrosquamatus	Protobothrops_flavoviridis	Trimeresurus_albolabris	Trimeresurus_trigonocephalus	Hypnale_hypnale	Azemiops_feae	Vipera_ursinii	Vipera_berus	Vipera_latastei	Vipera_ammodytes	Daboia_russelii	Daboia_siamensis	Macrovipera_schweizeri	Cerastes_gasperettii	Bitis_arietans	Causus_rhombeatus	Pareas_carinatus	Acrochordus_granulatus	Corallus_caninus	Boa_constrictor	Candoia_aspera	Charina_bottae	Liasis_olivaceus	Simalia_tracyae	Simalia_boeleni	Morelia_carinata	Morelia_viridis	Python_bivittatus	Rhinophis_saffragamus	Anilius_scytale	Anilios_bituberculatus
Sibynophis_collaris	52.5489353434	52.5489353434	52.5489353456	52.5489353456	52.5489353439	52.5489353439	52.5489353462	52.5489353443	52.5489353443	52.5489353443	52.5489353445	52.5489353445	52.5489353445	52.5489353443	52.5489353439	52.5489353429	52.5489353423	52.5489353423	52.5489353479	52.5489353479	52.5489353439	52.5489353439	52.5489353439	52.5489353429	52.5489353468	52.5489353428	52.5489353428	52.5489353468	52.5489353461	52.5489353461	52.5489353403	52.5489353433	52.5489353433	52.5489353433	52.5489353403	52.5489353433	52.5489353433	52.5489353423	52.5489353433	0	35.6732804	55.273799488	55.2737994884	55.2737994884	55.273799489	55.273799489	55.273799489	55.273799489	55.2737994854	55.2737994894	55.2737994894	55.2737994854	55.2737994874	58.310199834	58.310199834	58.310199831	58.3101998347	58.3101998347	58.3101998354	58.3101998354	58.3101998364	58.3101998364	58.31019984	58.310199835	58.310199835	58.310199835	58.310199839	58.310199833	58.310199831	58.310199831	66.54459999429	66.54459999429	66.54459999459	66.5445999942	66.5445999942	66.5445999948	66.5445999948	66.5445999948	66.5445999948	66.5445999953	66.5445999953	66.5445999953	66.5445999943	66.5445999943	66.5445999943	66.5445999957	66.5445999947	66.5445999947	66.5445999942	66.5445999912	66.5445999922	66.544599999	66.544599999	66.5445999945	66.5445999945	66.5445999905	66.5445999971	66.5445999981	66.5445999941	66.5445999941	66.5445999991	66.5445999991	66.5445999893	66.5445999893	66.5445999946	66.5445999976	71.645	87.2756000593	87.2756000593	87.2756000593	87.275600059	87.275600059	87.275600059	87.2756000575	87.2756000585	87.2756000588	87.2756000588	87.2756000588	87.2756000588	87.2756000588	87.2756000578	87.2756000579	87.2756000584	87.2756000583	87.2756000563	87.275600059	87.275600059	87.275600058	87.275600058	87.275600054	87.275600055	87.275600059	87.275600059	87.275600059	87.275600059	87.275600061	87.275600061	87.275600059	87.275600059	87.275600056	87.275600056	95.410200061	139.525200061	166.4444000413	166.4444000413	166.4444000383	166.4444000483	166.4444000563	166.4444000533	166.4444000533	166.4444000533	166.4444000533	166.4444000483	166.4444000293	177.811400039	240.620800049
Sibynophis_subpunctatus	52.5489353434	52.5489353434	52.5489353456	52.5489353456	52.5489353439	52.5489353439	52.5489353462	52.5489353443	52.5489353443	52.5489353443	52.5489353445	52.5489353445	52.5489353445	52.5489353443	52.5489353439	52.5489353429	52.5489353423	52.5489353423	52.5489353479	52.5489353479	52.5489353439	52.5489353439	52.5489353439	52.5489353429	52.5489353468	52.5489353428	52.5489353428	52.5489353468	52.5489353461	52.5489353461	52.5489353403	52.5489353433	52.5489353433	52.5489353433	52.5489353403	52.5489353433	52.5489353433	52.5489353423	52.5489353433	35.6732804	0	55.273799488	55.2737994884	55.2737994884	55.273799489	55.273799489	55.273799489	55.273799489	55.2737994854	55.2737994894	55.2737994894	55.2737994854	55.2737994874	58.310199834	58.310199834	58.310199831	58.3101998347	58.3101998347	58.3101998354	58.3101998354	58.3101998364	58.3101998364	58.31019984	58.310199835	58.310199835	58.310199835	58.310199839	58.310199833	58.310199831	58.310199831	66.54459999429	66.54459999429	66.54459999459	66.5445999942	66.5445999942	66.5445999948	66.5445999948	66.5445999948	66.5445999948	66.5445999953	66.5445999953	66.5445999953	66.5445999943	66.5445999943	66.5445999943	66.5445999957	66.5445999947	66.5445999947	66.5445999942	66.5445999912	66.5445999922	66.544599999	66.544599999	66.5445999945	66.5445999945	66.5445999905	66.5445999971	66.5445999981	66.5445999941	66.5445999941	66.5445999991	66.5445999991	66.5445999893	66.5445999893	66.5445999946	66.5445999976	71.645	87.2756000593	87.2756000593	87.2756000593	87.275600059	87.275600059	87.275600059	87.2756000575	87.2756000585	87.2756000588	87.2756000588	87.2756000588	87.2756000588	87.2756000588	87.2756000578	87.2756000579	87.2756000584	87.2756000583	87.2756000563	87.275600059	87.275600059	87.275600058	87.275600058	87.275600054	87.275600055	87.275600059	87.275600059	87.275600059	87.275600059	87.275600061	87.275600061	87.275600059	87.275600059	87.275600056	87.275600056	95.410200061	139.525200061	166.4444000413	166.4444000413	166.4444000383	166.4444000483	166.4444000563	166.4444000533	166.4444000533	166.4444000533	166.4444000533	166.4444000483	166.4444000293	177.811400039	240.620800049
Thamnophis_elegans	55.2737994874	55.2737994874	55.2737994896	55.2737994896	55.2737994879	55.2737994879	55.2737994902	55.2737994883	55.2737994883	55.2737994883	55.2737994885	55.2737994885	55.2737994885	55.2737994883	55.2737994879	55.2737994869	55.2737994863	55.2737994863	55.2737994919	55.2737994919	55.2737994879	55.2737994879	55.2737994879	55.2737994869	55.2737994908	55.2737994868	55.2737994868	55.2737994908	55.2737994901	55.2737994901	55.2737994843	55.2737994873	55.2737994873	55.2737994873	55.2737994843	55.2737994873	55.2737994873	55.2737994863	55.2737994873	55.273799488	55.273799488	0	9.1566380584	9.1566380584	11.760345785	25.969899933	25.969899933	25.969899933	39.2409999534	39.2409999574	39.2409999574	39.2409999534	39.2409999554	58.310199832	58.310199832	58.310199829	58.3101998327	58.3101998327	58.3101998334	58.3101998334	58.3101998344	58.3101998344	58.310199838	58.310199833	58.310199833	58.310199833	58.310199837	58.310199831	58.310199829	58.310199829	66.54459999229	66.54459999229	66.54459999259	66.5445999922	66.5445999922	66.5445999928	66.5445999928	66.5445999928	66.5445999928	66.5445999933	66.5445999933	66.5445999933	66.5445999923	66.5445999923	66.5445999923	66.5445999937	66.5445999927	66.5445999927	66.5445999922	66.5445999892	66.5445999902	66.544599997	66.544599997	66.5445999925	66.5445999925	66.5445999885	66.5445999951	66.5445999961	66.5445999921	66.5445999921	66.5445999971	66.5445999971	66.5445999873	66.5445999873	66.5445999926	66.5445999956	71.644999998	87.2756000573	87.2756000573	87.2756000573	87.275600057	87.275600057	87.275600057	87.2756000555	87.2756000565	87.2756000568	87.2756000568	87.2756000568	87.2756000568	87.2756000568	87.2756000558	87.2756000559	87.2756000564	87.2756000563	87.2756000543	87.275600057	87.275600057	87.275600056	87.275600056	87.275600052	87.275600053	87.275600057	87.275600057	87.275600057	87.275600057	87.275600059	87.275600059	87.275600057	87.275600057	87.275600054	87.275600054	95.410200059	139.525200059	166.4444000393	166.4444000393	166.4444000363	166.4444000463	166.4444000543	166.4444000513	166.4444000513	166.4444000513	166.4444000513	166.4444000463	166.4444000273	177.811400037	240.620800047
Thamnophis_saurita	55.2737994878	55.2737994878	55.27379949	55.27379949	55.2737994883	55.2737994883	55.2737994906	55.2737994887	55.2737994887	55.2737994887	55.2737994889	55.2737994889	55.2737994889	55.2737994887	55.2737994883	55.2737994873	55.2737994867	55.2737994867	55.2737994923	55.2737994923	55.2737994883	55.2737994883	55.2737994883	55.2737994873	55.2737994912	55.2737994872	55.2737994872	55.2737994912	55.2737994905	55.2737994905	55.2737994847	55.2737994877	55.2737994877	55.2737994877	55.2737994847	55.2737994877	55.2737994877	55.2737994867	55.2737994877	55.2737994884	55.2737994884	9.1566380584	0	7.81523	11.7603457854	25.9698999334	25.9698999334	25.9698999334	39.2409999538	39.2409999578	39.2409999578	39.2409999538	39.2409999558	58.3101998324	58.3101998324	58.3101998294	58.3101998331	58.3101998331	58.3101998338	58.3101998338	58.3101998348	58.3101998348	58.3101998384	58.3101998334	58.3101998334	58.3101998334	58.3101998374	58.3101998314	58.3101998294	58.3101998294	66.54459999269	66.54459999269	66.54459999299	66.5445999926	66.5445999926	66.5445999932	66.5445999932	66.5445999932	66.5445999932	66.5445999937	66.5445999937	66.5445999937	66.5445999927	66.5445999927	66.5445999927	66.5445999941	66.5445999931	66.5445999931	66.5445999926	66.5445999896	66.5445999906	66.5445999974	66.5445999974	66.5445999929	66.5445999929	66.5445999889	66.5445999955	66.5445999965	66.5445999925	66.5445999925	66.5445999975	66.5445999975	66.5445999877	66.5445999877	66.544599993	66.544599996	71.6449999984	87.2756000577	87.2756000577	87.2756000577	87.2756000574	87.2756000574	87.2756000574	87.2756000559	87.2756000569	87.2756000572	87.2756000572	87.2756000572	87.2756000572	87.2756000572	87.2756000562	87.2756000563	87.2756000568	87.2756000567	87.2756000547	87.2756000574	87.2756000574	87.2756000564	87.2756000564	87.2756000524	87.2756000534	87.2756000574	87.2756000574	87.2756000574	87.2756000574	87.2756000594	87.2756000594	87.2756000574	87.2756000574	87.2756000544	87.2756000544	95.4102000594	139.5252000594	166.4444000397	166.4444000397	166.4444000367	166.4444000467	166.4444000547	166.4444000517	166.4444000517	166.4444000517	166.4444000517	166.4444000467	166.4444000277	177.8114000374	240.6208000474
Thamnophis_sirtalis	55.2737994878	55.2737994878	55.27379949	55.27379949	55.2737994883	55.2737994883	55.2737994906	55.2737994887	55.2737994887	55.2737994887	55.2737994889	55.2737994889	55.2737994889	55.2737994887	55.2737994883	55.2737994873	55.2737994867	55.2737994867	55.2737994923	55.2737994923	55.2737994883	55.2737994883	55.2737994883	55.2737994873	55.2737994912	55.2737994872	55.2737994872	55.2737994912	55.2737994905	55.2737994905	55.2737994847	55.2737994877	55.2737994877	55.2737994877	55.2737994847	55.2737994877	55.2737994877	55.2737994867	55.2737994877	55.2737994884	55.2737994884	9.1566380584	7.81523	0	11.7603457854	25.9698999334	25.9698999334	25.9698999334	39.2409999538	39.2409999578	39.2409999578	39.2409999538	39.2409999558	58.3101998324	58.3101998324	58.3101998294	58.3101998331	58.3101998331	58.3101998338	58.3101998338	58.3101998348	58.3101998348	58.3101998384	58.3101998334	58.3101998334	58.3101998334	58.3101998374	58.3101998314	58.3101998294	58.3101998294	66.54459999269	66.54459999269	66.54459999299	66.5445999926	66.5445999926	66.5445999932	66.5445999932	66.5445999932	66.5445999932	66.5445999937	66.5445999937	66.5445999937	66.5445999927	66.5445999927	66.5445999927	66.5445999941	66.5445999931	66.5445999931	66.5445999926	66.5445999896	66.5445999906	66.5445999974	66.5445999974	66.5445999929	66.5445999929	66.5445999889	66.5445999955	66.5445999965	66.5445999925	66.5445999925	66.5445999975	66.5445999975	66.5445999877	66.5445999877	66.544599993	66.544599996	71.6449999984	87.2756000577	87.2756000577	87.2756000577	87.2756000574	87.2756000574	87.2756000574	87.2756000559	87.2756000569	87.2756000572	87.2756000572	87.2756000572	87.2756000572	87.2756000572	87.2756000562	87.2756000563	87.2756000568	87.2756000567	87.2756000547	87.2756000574	87.2756000574	87.2756000564	87.2756000564	87.2756000524	87.2756000534	87.2756000574	87.2756000574	87.2756000574	87.2756000574	87.2756000594	87.2756000594	87.2756000574	87.2756000574	87.2756000544	87.2756000544	95.4102000594	139.5252000594	166.4444000397	166.4444000397	166.4444000367	166.4444000467	166.4444000547	166.4444000517	166.4444000517	166.4444000517	166.4444000517	166.4444000467	166.4444000277	177.8114000374	240.6208000474
Nerodia_floridana	55.2737994884	55.2737994884	55.2737994906	55.2737994906	55.2737994889	55.2737994889	55.2737994912	55.2737994893	55.2737994893	55.2737994893	55.2737994895	55.2737994895	55.2737994895	55.2737994893	55.2737994889	55.2737994879	55.2737994873	55.2737994873	55.2737994929	55.2737994929	55.2737994889	55.2737994889	55.2737994889	55.2737994879	55.2737994918	55.2737994878	55.2737994878	55.2737994918	55.2737994911	55.2737994911	55.2737994853	55.2737994883	55.2737994883	55.2737994883	55.2737994853	55.2737994883	55.2737994883	55.2737994873	55.2737994883	55.273799489	55.273799489	11.760345785	11.7603457854	11.7603457854	0	25.969899934	25.969899934	25.969899934	39.2409999544	39.2409999584	39.2409999584	39.2409999544	39.2409999564	58.310199833	58.310199833	58.31019983	58.3101998337	58.3101998337	58.3101998344	58.3101998344	58.3101998354	58.3101998354	58.310199839	58.310199834	58.310199834	58.310199834	58.310199838	58.310199832	58.31019983	58.31019983	66.54459999329	66.54459999329	66.54459999359	66.5445999932	66.5445999932	66.5445999938	66.5445999938	66.5445999938	66.5445999938	66.5445999943	66.5445999943	66.5445999943	66.5445999933	66.5445999933	66.5445999933	66.5445999947	66.5445999937	66.5445999937	66.5445999932	66.5445999902	66.5445999912	66.544599998	66.544599998	66.5445999935	66.5445999935	66.5445999895	66.5445999961	66.5445999971	66.5445999931	66.5445999931	66.5445999981	66.5445999981	66.5445999883	66.5445999883	66.5445999936	66.5445999966	71.644999999	87.2756000583	87.2756000583	87.2756000583	87.275600058	87.275600058	87.275600058	87.2756000565	87.2756000575	87.2756000578	87.2756000578	87.2756000578	87.2756000578	87.2756000578	87.2756000568	87.2756000569	87.2756000574	87.2756000573	87.2756000553	87.275600058	87.275600058	87.275600057	87.275600057	87.275600053	87.275600054	87.275600058	87.275600058	87.275600058	87.275600058	87.27560006	87.27560006	87.275600058	87.275600058	87.275600055	87.275600055	95.41020006	139.52520006	166.4444000403	166.4444000403	166.4444000373	166.4444000473	166.4444000553	166.4444000523	166.4444000523	166.4444000523	166.4444000523	166.4444000473	166.4444000283	177.811400038	240.620800048
Natrix_natrix	55.2737994884	55.2737994884	55.2737994906	55.2737994906	55.2737994889	55.2737994889	55.2737994912	55.2737994893	55.2737994893	55.2737994893	55.2737994895	55.2737994895	55.2737994895	55.2737994893	55.2737994889	55.2737994879	55.2737994873	55.2737994873	55.2737994929	55.2737994929	55.2737994889	55.2737994889	55.2737994889	55.2737994879	55.2737994918	55.2737994878	55.2737994878	55.2737994918	55.2737994911	55.2737994911	55.2737994853	55.2737994883	55.2737994883	55.2737994883	55.2737994853	55.2737994883	55.2737994883	55.2737994873	55.2737994883	55.273799489	55.273799489	25.969899933	25.9698999334	25.9698999334	25.969899934	0	3.951968	16.1754496	39.2409999544	39.2409999584	39.2409999584	39.2409999544	39.2409999564	58.310199833	58.310199833	58.31019983	58.3101998337	58.3101998337	58.3101998344	58.3101998344	58.3101998354	58.3101998354	58.310199839	58.310199834	58.310199834	58.310199834	58.310199838	58.310199832	58.31019983	58.31019983	66.54459999329	66.54459999329	66.54459999359	66.5445999932	66.5445999932	66.5445999938	66.5445999938	66.5445999938	66.5445999938	66.5445999943	66.5445999943	66.5445999943	66.5445999933	66.5445999933	66.5445999933	66.5445999947	66.5445999937	66.5445999937	66.5445999932	66.5445999902	66.5445999912	66.544599998	66.544599998	66.5445999935	66.5445999935	66.5445999895	66.5445999961	66.5445999971	66.5445999931	66.5445999931	66.5445999981	66.5445999981	66.5445999883	66.5445999883	66.5445999936	66.5445999966	71.644999999	87.2756000583	87.2756000583	87.2756000583	87.275600058	87.275600058	87.275600058	87.2756000565	87.2756000575	87.2756000578	87.2756000578	87.2756000578	87.2756000578	87.2756000578	87.2756000568	87.2756000569	87.2756000574	87.2756000573	87.2756000553	87.275600058	87.275600058	87.275600057	87.275600057	87.275600053	87.275600054	87.275600058	87.275600058	87.275600058	87.275600058	87.27560006	87.27560006	87.275600058	87.275600058	87.275600055	87.275600055	95.41020006	139.52520006	166.4444000403	166.4444000403	166.4444000373	166.4444000473	166.4444000553	166.4444000523	166.4444000523	166.4444000523	166.4444000523	166.4444000473	166.4444000283	177.811400038	240.620800048
Natrix_helvetica	55.2737994884	55.2737994884	55.2737994906	55.2737994906	55.2737994889	55.2737994889	55.2737994912	55.2737994893	55.2737994893	55.2737994893	55.2737994895	55.2737994895	55.2737994895	55.2737994893	55.2737994889	55.2737994879	55.2737994873	55.2737994873	55.2737994929	55.2737994929	55.2737994889	55.2737994889	55.2737994889	55.2737994879	55.2737994918	55.2737994878	55.2737994878	55.2737994918	55.2737994911	55.2737994911	55.2737994853	55.2737994883	55.2737994883	55.2737994883	55.2737994853	55.2737994883	55.2737994883	55.2737994873	55.2737994883	55.273799489	55.273799489	25.969899933	25.9698999334	25.9698999334	25.969899934	3.951968	0	16.1754496	39.2409999544	39.2409999584	39.2409999584	39.2409999544	39.2409999564	58.310199833	58.310199833	58.31019983	58.3101998337	58.3101998337	58.3101998344	58.3101998344	58.3101998354	58.3101998354	58.310199839	58.310199834	58.310199834	58.310199834	58.310199838	58.310199832	58.31019983	58.31019983	66.54459999329	66.54459999329	66.54459999359	66.5445999932	66.5445999932	66.5445999938	66.5445999938	66.5445999938	66.5445999938	66.5445999943	66.5445999943	66.5445999943	66.5445999933	66.5445999933	66.5445999933	66.5445999947	66.5445999937	66.5445999937	66.5445999932	66.5445999902	66.5445999912	66.544599998	66.544599998	66.5445999935	66.5445999935	66.5445999895	66.5445999961	66.5445999971	66.5445999931	66.5445999931	66.5445999981	66.5445999981	66.5445999883	66.5445999883	66.5445999936	66.5445999966	71.644999999	87.2756000583	87.2756000583	87.2756000583	87.275600058	87.275600058	87.275600058	87.2756000565	87.2756000575	87.2756000578	87.2756000578	87.2756000578	87.2756000578	87.2756000578	87.2756000568	87.2756000569	87.2756000574	87.2756000573	87.2756000553	87.275600058	87.275600058	87.275600057	87.275600057	87.275600053	87.275600054	87.275600058	87.275600058	87.275600058	87.275600058	87.27560006	87.27560006	87.275600058	87.275600058	87.275600055	87.275600055	95.41020006	139.52520006	166.4444000403	166.4444000403	166.4444000373	166.4444000473	166.4444000553	166.4444000523	166.4444000523	166.4444000523	166.4444000523	166.4444000473	166.4444000283	177.811400038	240.620800048
Natrix_maura	55.2737994884	55.2737994884	55.2737994906	55.2737994906	55.2737994889	55.2737994889	55.2737994912	55.2737994893	55.2737994893	55.2737994893	55.2737994895	55.2737994895	55.2737994895	55.2737994893	55.2737994889	55.2737994879	55.2737994873	55.2737994873	55.2737994929	55.2737994929	55.2737994889	55.2737994889	55.2737994889	55.2737994879	55.2737994918	55.2737994878	55.2737994878	55.2737994918	55.2737994911	55.2737994911	55.2737994853	55.2737994883	55.2737994883	55.2737994883	55.2737994853	55.2737994883	55.2737994883	55.2737994873	55.2737994883	55.273799489	55.273799489	25.969899933	25.9698999334	25.9698999334	25.969899934	16.1754496	16.1754496	0	39.2409999544	39.2409999584	39.2409999584	39.2409999544	39.2409999564	58.310199833	58.310199833	58.31019983	58.3101998337	58.3101998337	58.3101998344	58.3101998344	58.3101998354	58.3101998354	58.310199839	58.310199834	58.310199834	58.310199834	58.310199838	58.310199832	58.31019983	58.31019983	66.54459999329	66.54459999329	66.54459999359	66.5445999932	66.5445999932	66.5445999938	66.5445999938	66.5445999938	66.5445999938	66.5445999943	66.5445999943	66.5445999943	66.5445999933	66.5445999933	66.5445999933	66.5445999947	66.5445999937	66.5445999937	66.5445999932	66.5445999902	66.5445999912	66.544599998	66.544599998	66.5445999935	66.5445999935	66.5445999895	66.5445999961	66.5445999971	66.5445999931	66.5445999931	66.5445999981	66.5445999981	66.5445999883	66.5445999883	66.5445999936	66.5445999966	71.644999999	87.2756000583	87.2756000583	87.2756000583	87.275600058	87.275600058	87.275600058	87.2756000565	87.2756000575	87.2756000578	87.2756000578	87.2756000578	87.2756000578	87.2756000578	87.2756000568	87.2756000569	87.2756000574	87.2756000573	87.2756000553	87.275600058	87.275600058	87.275600057	87.275600057	87.275600053	87.275600054	87.275600058	87.275600058	87.275600058	87.275600058	87.27560006	87.27560006	87.275600058	87.275600058	87.275600055	87.275600055	95.41020006	139.52520006	166.4444000403	166.4444000403	166.4444000373	166.4444000473	166.4444000553	166.4444000523	166.4444000523	166.4444000523	166.4444000523	166.4444000473	166.4444000283	177.811400038	240.620800048
Rhabdophis_nuchalis	55.2737994848	55.2737994848	55.273799487	55.273799487	55.2737994853	55.2737994853	55.2737994876	55.2737994857	55.2737994857	55.2737994857	55.2737994859	55.2737994859	55.2737994859	55.2737994857	55.2737994853	55.2737994843	55.2737994837	55.2737994837	55.2737994893	55.2737994893	55.2737994853	55.2737994853	55.2737994853	55.2737994843	55.2737994882	55.2737994842	55.2737994842	55.2737994882	55.2737994875	55.2737994875	55.2737994817	55.2737994847	55.2737994847	55.2737994847	55.2737994817	55.2737994847	55.2737994847	55.2737994837	55.2737994847	55.2737994854	55.2737994854	39.2409999534	39.2409999538	39.2409999538	39.2409999544	39.2409999544	39.2409999544	39.2409999544	0	30.732342824	30.732342824	35.89425102	38.360423758	58.3101998294	58.3101998294	58.3101998264	58.3101998301	58.3101998301	58.3101998308	58.3101998308	58.3101998318	58.3101998318	58.3101998354	58.3101998304	58.3101998304	58.3101998304	58.3101998344	58.3101998284	58.3101998264	58.3101998264	66.54459998969	66.54459998969	66.54459998999	66.5445999896	66.5445999896	66.5445999902	66.5445999902	66.5445999902	66.5445999902	66.5445999907	66.5445999907	66.5445999907	66.5445999897	66.5445999897	66.5445999897	66.5445999911	66.5445999901	66.5445999901	66.5445999896	66.5445999866	66.5445999876	66.5445999944	66.5445999944	66.5445999899	66.5445999899	66.5445999859	66.5445999925	66.5445999935	66.5445999895	66.5445999895	66.5445999945	66.5445999945	66.5445999847	66.5445999847	66.54459999	66.544599993	71.6449999954	87.2756000547	87.2756000547	87.2756000547	87.2756000544	87.2756000544	87.2756000544	87.2756000529	87.2756000539	87.2756000542	87.2756000542	87.2756000542	87.2756000542	87.2756000542	87.2756000532	87.2756000533	87.2756000538	87.2756000537	87.2756000517	87.2756000544	87.2756000544	87.2756000534	87.2756000534	87.2756000494	87.2756000504	87.2756000544	87.2756000544	87.2756000544	87.2756000544	87.2756000564	87.2756000564	87.2756000544	87.2756000544	87.2756000514	87.2756000514	95.4102000564	139.5252000564	166.4444000367	166.4444000367	166.4444000337	166.4444000437	166.4444000517	166.4444000487	166.4444000487	166.4444000487	166.4444000487	166.4444000437	166.4444000247	177.8114000344	240.6208000444
