label	parent	node	branch.length	families	clade
Bothrops_pubescens	8407	1498	0.291923	Viperidae	Alethinophidia
Bothrops_pulcher	8411	1505	3.335649	Viperidae	Alethinophidia
Bothrops_punctatus	8399	1488	2.790591	Viperidae	Alethinophidia
Bothrops_taeniatus	8412	1504	2.197163	Viperidae	Alethinophidia
Bothrops_venezuelensis	8388	1490	4.956535308	Viperidae	Alethinophidia
Brachylophus_bulabula	9423	2529	3.988783	Iguanidae	Iguania
Brachylophus_fasciatus	9423	2528	3.988783	Iguanidae	Iguania
Brachymeles_apus	12117	5259	69.47626166	Scincidae	Scincoidea
Brachymeles_bicolandia	12141	5246	3.998613	Scincidae	Scincoidea
Brachymeles_bicolor	12128	5237	16.6995365	Scincidae	Scincoidea
Brachymeles_boholensis	12129	5236	13.75529767	Scincidae	Scincoidea
Brachymeles_bonitae	12147	5254	0.801017	Scincidae	Scincoidea
Brachymeles_boulengeri	12132	5240	12.660982	Scincidae	Scincoidea
Brachymeles_brevidactylus	12140	5247	8.271205333	Scincidae	Scincoidea
Brachymeles_cebuensis	12144	5252	12.57477	Scincidae	Scincoidea
Brachymeles_cobos	12141	5245	3.998613	Scincidae	Scincoidea
Brachymeles_elerae	12135	5243	5.355469	Scincidae	Scincoidea
Brachymeles_gracilis	12127	5231	5.999383	Scincidae	Scincoidea
Brachymeles_hilong	12126	5229	1.30351	Scincidae	Scincoidea
Brachymeles_ilocandia	12147	5255	0.801017	Scincidae	Scincoidea
Brachymeles_kadwa	12134	5241	7.020197	Scincidae	Scincoidea
Brachymeles_libayani	12144	5253	12.57477	Scincidae	Scincoidea
Brachymeles_ligtas	12146	5256	6.010933333	Scincidae	Scincoidea
Brachymeles_lukbani	12143	5250	4.255071	Scincidae	Scincoidea
Brachymeles_makusog	12130	5235	10.435969	Scincidae	Scincoidea
Brachymeles_mindorensis	12133	5238	9.724012	Scincidae	Scincoidea
Brachymeles_minimus	12143	5251	4.255071	Scincidae	Scincoidea
Brachymeles_miriamae	12118	5258	55.75233365	Scincidae	Scincoidea
Brachymeles_muntingkamay	12135	5244	5.355469	Scincidae	Scincoidea
Brachymeles_paeforum	12142	5248	1.351851	Scincidae	Scincoidea
Brachymeles_pathfinderi	12127	5232	5.999383	Scincidae	Scincoidea
Brachymeles_samad	12126	5228	1.30351	Scincidae	Scincoidea
Brachymeles_samarensis	12142	5249	1.351851	Scincidae	Scincoidea
Brachymeles_schadenbergi	12130	5234	10.435969	Scincidae	Scincoidea
Brachymeles_talinis	12134	5242	7.020197	Scincidae	Scincoidea
Brachymeles_taylori	12133	5239	9.724012	Scincidae	Scincoidea
Brachymeles_tiboliorum	12123	5233	10.832605	Scincidae	Scincoidea
Brachymeles_tridactylus	12145	5257	9.01566525	Scincidae	Scincoidea
Brachymeles_vulcani	12125	5230	8.951355	Scincidae	Scincoidea
Brachyorrhos_albus	8373	1475	0.083612	Homalopsidae	Alethinophidia
Brachyorrhos_raffrayi	8373	1476	0.083612	Homalopsidae	Alethinophidia
Brachyorrhos_wallacei	8372	1477	4.047849667	Homalopsidae	Alethinophidia
Brachyseps_anosyensis	12164	5263	20.600737	Scincidae	Scincoidea
Brachyseps_frontoparietalis	12166	5260	13.128969	Scincidae	Scincoidea
Brachyseps_macrocercus	12165	5262	17.559191	Scincidae	Scincoidea
Brachyseps_punctatus	12166	5261	13.128969	Scincidae	Scincoidea
Brachyseps_splendidus	12169	5269	21.693588	Scincidae	Scincoidea
Brachyurophis_approximans	8010	1099	7.150068	Elapidae	Alethinophidia
Brachyurophis_australis	8012	1097	4.610331	Elapidae	Alethinophidia
Brachyurophis_fasciolatus	8009	1100	7.61653	Elapidae	Alethinophidia
Brachyurophis_incinctus	8014	1094	0.336187	Elapidae	Alethinophidia
Brachyurophis_morrisi	8014	1095	0.336187	Elapidae	Alethinophidia
Brachyurophis_roperi	8013	1096	3.657383	Elapidae	Alethinophidia
Brachyurophis_semifasciatus	8011	1098	5.776097	Elapidae	Alethinophidia
Bradypodion_atromontanum	10377	3483	1.672744	Chamaeleonidae	Iguania
Bradypodion_caeruleogula	10372	3477	5.06938	Chamaeleonidae	Iguania
Bradypodion_caffer	10364	3485	6.7189002	Chamaeleonidae	Iguania
Bradypodion_damaranum	10378	3486	5.526095	Chamaeleonidae	Iguania
Bradypodion_dracomontanum	10369	3473	2.888902333	Chamaeleonidae	Iguania
Bradypodion_gutturale	10377	3482	1.672744	Chamaeleonidae	Iguania
Bradypodion_kentanicum	10376	3479	1.715038	Chamaeleonidae	Iguania
Bradypodion_melanocephalum	10371	3476	0.973307	Chamaeleonidae	Iguania
Bradypodion_nemorale	10368	3474	3.30118425	Chamaeleonidae	Iguania
Bradypodion_ngomeense	10370	3471	2.483101	Chamaeleonidae	Iguania
Bradypodion_occidentale	10373	3484	5.306370333	Chamaeleonidae	Iguania
Bradypodion_pumilum	10378	3487	5.526095	Chamaeleonidae	Iguania
Bradypodion_setaroi	10372	3478	5.06938	Chamaeleonidae	Iguania
Bradypodion_taeniabronchum	10376	3480	1.715038	Chamaeleonidae	Iguania
Bradypodion_thamnobates	10371	3475	0.973307	Chamaeleonidae	Iguania
Bradypodion_transvaalense	10370	3472	2.483101	Chamaeleonidae	Iguania
Bradypodion_ventrale	10375	3481	1.779298667	Chamaeleonidae	Iguania
Brasiliscincus_agilis	11634	4734	2.314081	Scincidae	Scincoidea
Brasiliscincus_caissara	11634	4735	2.314081	Scincidae	Scincoidea
Brasiliscincus_heathi	11633	4736	3.008675	Scincidae	Scincoidea
Broadleysaurus_major	12382	5525	70.33551858	Gerrhosauridae	Scincoidea
Bronchocela_burmana	9963	3058	3.056796	Agamidae	Iguania
Bronchocela_cristatella	9962	3055	7.829794	Agamidae	Iguania
Bronchocela_jubata	9961	3057	12.639952	Agamidae	Iguania
Bronchocela_rayaensis	9963	3059	3.056796	Agamidae	Iguania
Bronchocela_shenlong	9962	3056	7.829794	Agamidae	Iguania
Bronchocela_smaragdina	9959	3060	15.668181	Agamidae	Iguania
Brookesia_antakarana	10461	3570	10.173895	Chamaeleonidae	Iguania
Brookesia_betschi	10457	3563	9.114173	Chamaeleonidae	Iguania
Brookesia_bonsi	10465	3572	6.588742	Chamaeleonidae	Iguania
Brookesia_brygooi	10464	3574	9.835454	Chamaeleonidae	Iguania
Brookesia_confidens	10472	3579	22.865079	Chamaeleonidae	Iguania
Brookesia_decaryi	10465	3573	6.588742	Chamaeleonidae	Iguania
Brookesia_dentata	10475	3584	23.531205	Chamaeleonidae	Iguania
Brookesia_desperata	10471	3577	12.393533	Chamaeleonidae	Iguania
Brookesia_ebenaui	10455	3565	16.99071	Chamaeleonidae	Iguania
Brookesia_exarmata	10475	3585	23.531205	Chamaeleonidae	Iguania
Brookesia_griveaudi	10462	3568	6.998471	Chamaeleonidae	Iguania
Brookesia_karchei	10473	3583	22.718005	Chamaeleonidae	Iguania
Brookesia_lineata	10458	3561	8.571986	Chamaeleonidae	Iguania
Brookesia_micra	10470	3578	18.793935	Chamaeleonidae	Iguania
Brookesia_minima	10468	3581	29.8145505	Chamaeleonidae	Iguania
Brookesia_perarmata	10463	3575	15.876744	Chamaeleonidae	Iguania
Brookesia_peyrierasi	10473	3582	22.718005	Chamaeleonidae	Iguania
Brookesia_ramanantsoai	10474	3586	26.92645333	Chamaeleonidae	Iguania
Brookesia_stumpffi	10460	3571	12.083769	Chamaeleonidae	Iguania
Brookesia_superciliaris	10459	3567	13.278106	Chamaeleonidae	Iguania
Brookesia_therezieni	10459	3566	13.278106	Chamaeleonidae	Iguania
Brookesia_thieli	10456	3564	10.288812	Chamaeleonidae	Iguania
Brookesia_tristis	10471	3576	12.393533	Chamaeleonidae	Iguania
Brookesia_tuberculata	10472	3580	22.865079	Chamaeleonidae	Iguania
Brookesia_vadoni	10458	3562	8.571986	Chamaeleonidae	Iguania
Brookesia_valerieae	10462	3569	6.998471	Chamaeleonidae	Iguania
Bufoniceps_laungwalaensis	10129	3241	18.70031311	Agamidae	Iguania
Buhoma_depressiceps	8138	1239	18.558341	Lamprophiidae	Alethinophidia
Buhoma_procterae	8138	1238	18.558341	Lamprophiidae	Alethinophidia
Bungarus_bungaroides	8054	1148	3.628076	Elapidae	Alethinophidia
Bungarus_caeruleus	8053	1143	3.355655	Elapidae	Alethinophidia
Bungarus_candidus	8051	1140	0.72808	Elapidae	Alethinophidia
Bungarus_ceylonicus	8053	1144	3.355655	Elapidae	Alethinophidia
Bungarus_fasciatus	8047	1146	7.025400125	Elapidae	Alethinophidia
Bungarus_flaviceps	8045	1149	11.41899991	Elapidae	Alethinophidia
Bungarus_magnimaculatus	8050	1141	3.562417	Elapidae	Alethinophidia
Bungarus_multicinctus	8051	1139	0.72808	Elapidae	Alethinophidia
Bungarus_niger	8049	1142	4.23479325	Elapidae	Alethinophidia
Bungarus_sindanus	8052	1145	4.548358	Elapidae	Alethinophidia
Bungarus_slowinskii	8054	1147	3.628076	Elapidae	Alethinophidia
Bunopus_blanfordii	13311	6419	8.874641	Gekkonidae	Gekkota
Bunopus_crassicauda	13310	6417	14.119284	Gekkonidae	Gekkota
Bunopus_tuberculatus	13311	6418	8.874641	Gekkonidae	Gekkota
Caaeteboia_amarali	7687	783	12.703465	Dipsadidae	Alethinophidia
Cachryx_alfredschmidti	9408	2511	1.830796	Iguanidae	Iguania
Cachryx_defensor	9408	2510	1.830796	Iguanidae	Iguania
Cacophis_krefftii	8032	1123	6.919354	Elapidae	Alethinophidia
Cacophis_squamulosus	8032	1122	6.919354	Elapidae	Alethinophidia
Cadea_blanoides	10908	4086	78.66967773	Cadeidae	Amphisbaenia
Caesoris_novaecaledoniae	11414	4567	33.99123317	Scincidae	Scincoidea
Calabaria_reinhardtii	8697	1855	71.00839974	Boidae	Alethinophidia
Calamaria_andersoni	7367	461	3.653686	Colubridae	Alethinophidia
Calamaria_bitorques	7369	464	3.051363	Colubridae	Alethinophidia
Calamaria_gervaisii	7369	463	3.051363	Colubridae	Alethinophidia
Calamaria_lumbricoidea	7368	465	10.25594333	Colubridae	Alethinophidia
Calamaria_pavimentata	7366	459	7.303587	Colubridae	Alethinophidia
Calamaria_septentrionalis	7366	460	7.303587	Colubridae	Alethinophidia
Calamaria_yunnanensis	7367	462	3.653686	Colubridae	Alethinophidia
Calamodontophis_paucidens	7695	786	4.457970333	Dipsadidae	Alethinophidia
Caledoniscincus_aquilonius	11429	4520	3.133606	Scincidae	Scincoidea
Caledoniscincus_atropunctatus	11422	4526	15.99710273	Scincidae	Scincoidea
Caledoniscincus_auratus	11426	4518	5.014438	Scincidae	Scincoidea
Caledoniscincus_austrocaledonicus	11431	4523	8.089517	Scincidae	Scincoidea
Caledoniscincus_chazeaui	11428	4521	7.214225	Scincidae	Scincoidea
Caledoniscincus_constellatus	11432	4527	17.25341	Scincidae	Scincoidea
Caledoniscincus_cryptos	11427	4516	1.542907	Scincidae	Scincoidea
Caledoniscincus_festivus	11430	4524	11.28528	Scincidae	Scincoidea
Caledoniscincus_haplorhinus	11431	4522	8.089517	Scincidae	Scincoidea
Caledoniscincus_notialis	11432	4528	17.25341	Scincidae	Scincoidea
Caledoniscincus_orestes	11423	4525	14.7952767	Scincidae	Scincoidea
Caledoniscincus_renevieri	11427	4517	1.542907	Scincidae	Scincoidea
Caledoniscincus_terma	11429	4519	3.133606	Scincidae	Scincoidea
Calliophis_bibroni	8094	1190	12.03121	Elapidae	Alethinophidia
Calliophis_bivirgatus	8135	1232	5.971212	Elapidae	Alethinophidia
Calliophis_castoe	8137	1236	7.77466	Elapidae	Alethinophidia
Calliophis_intestinalis	8134	1234	13.661153	Elapidae	Alethinophidia
Calliophis_melanurus	8136	1237	14.308198	Elapidae	Alethinophidia
Calliophis_nigrescens	8137	1235	7.77466	Elapidae	Alethinophidia
Calliophis_salitan	8135	1233	5.971212	Elapidae	Alethinophidia
Callisaurus_draconoides	9924	3038	15.434432	Phrynosomatidae	Iguania
Callopistes_flavipunctatus	11249	4363	33.001251	Teiidae	Teioidea
Callopistes_maculatus	11249	4362	33.001251	Teiidae	Teioidea
Calloselasma_rhodostoma	8579	1682	12.77234825	Viperidae	Alethinophidia
Calodactylodes_aureus	12737	5843	11.509074	Gekkonidae	Gekkota
Calodactylodes_illingworthorum	12737	5842	11.509074	Gekkonidae	Gekkota
Calotes_calotes	9992	3090	13.091308	Agamidae	Iguania
Calotes_ceylonensis	9988	3084	11.922986	Agamidae	Iguania
Calotes_chincollium	9997	3096	0.948831	Agamidae	Iguania
Calotes_emma	9997	3097	0.948831	Agamidae	Iguania
Calotes_grandisquamis	9995	3093	5.312583	Agamidae	Iguania
Calotes_htunwini	9992	3089	13.091308	Agamidae	Iguania
Calotes_irawadi	9991	3087	2.91465	Agamidae	Iguania
Calotes_jerdoni	9993	3092	15.075636	Agamidae	Iguania
Calotes_liocephalus	9988	3083	11.922986	Agamidae	Iguania
Calotes_liolepis	9989	3086	8.544462	Agamidae	Iguania
Calotes_minor	9993	3091	15.075636	Agamidae	Iguania
Calotes_mystaceus	9996	3098	17.181785	Agamidae	Iguania
Calotes_nemoricola	9995	3094	5.312583	Agamidae	Iguania
Calotes_nigrilabris	9989	3085	8.544462	Agamidae	Iguania
Calotes_versicolor	9991	3088	2.91465	Agamidae	Iguania
Calumma_amber	10389	3490	4.679935667	Chamaeleonidae	Iguania
Calumma_ambreense	10412	3517	2.628885	Chamaeleonidae	Iguania
Calumma_andringitraense	10407	3511	3.035097	Chamaeleonidae	Iguania
Calumma_boettgeri	10397	3502	14.803584	Chamaeleonidae	Iguania
Calumma_brevicorne	10392	3493	3.220547	Chamaeleonidae	Iguania
Calumma_capuroni	10409	3521	17.105053	Chamaeleonidae	Iguania
Calumma_crypticum	10392	3492	3.220547	Chamaeleonidae	Iguania
Calumma_cucullatum	10401	3516	28.189679	Chamaeleonidae	Iguania
Calumma_fallax	10399	3503	7.574716	Chamaeleonidae	Iguania
Calumma_furcifer	10403	3513	10.94249233	Chamaeleonidae	Iguania
Calumma_gallus	10396	3498	18.697778	Chamaeleonidae	Iguania
Calumma_gastrotaenia	10406	3508	4.990218	Chamaeleonidae	Iguania
Calumma_gehringi	10400	3505	5.837618	Chamaeleonidae	Iguania
Calumma_glawi	10407	3510	3.035097	Chamaeleonidae	Iguania
Calumma_globifer	10412	3518	2.628885	Chamaeleonidae	Iguania
Calumma_guibei	10385	3496	16.30063578	Chamaeleonidae	Iguania
Calumma_guillaumeti	10406	3509	4.990218	Chamaeleonidae	Iguania
Calumma_hafahafa	10390	3489	3.543267	Chamaeleonidae	Iguania
Calumma_hilleniusi	10391	3494	7.647193	Chamaeleonidae	Iguania
Calumma_juliae	10395	3499	18.814183	Chamaeleonidae	Iguania
Calumma_linotum	10400	3506	5.837618	Chamaeleonidae	Iguania
Calumma_malthe	10382	3507	22.1827457	Chamaeleonidae	Iguania
Calumma_marojezense	10408	3514	6.591869	Chamaeleonidae	Iguania
Calumma_nasutum	10398	3500	11.236447	Chamaeleonidae	Iguania
Calumma_oshaughnessyi	10411	3519	4.208719	Chamaeleonidae	Iguania
Calumma_parsonii	10410	3520	6.590835	Chamaeleonidae	Iguania
Calumma_peltierorum	10388	3491	5.31857275	Chamaeleonidae	Iguania
Calumma_peyrierasi	10386	3495	8.52882475	Chamaeleonidae	Iguania
Calumma_roaloko	10398	3501	11.236447	Chamaeleonidae	Iguania
Calumma_tarzan	10404	3512	9.8841874	Chamaeleonidae	Iguania
Calumma_tsaratananense	10390	3488	3.543267	Chamaeleonidae	Iguania
Calumma_uetzi	10396	3497	18.697778	Chamaeleonidae	Iguania
Calumma_vencesi	10408	3515	6.591869	Chamaeleonidae	Iguania
Calumma_vohibola	10399	3504	7.574716	Chamaeleonidae	Iguania
Calyptommatus_confusionibus	11091	4197	6.593899	Gymnophthalmidae	Teioidea
Calyptommatus_leiolepis	11092	4195	4.14575	Gymnophthalmidae	Teioidea
Calyptommatus_nicterus	11092	4196	4.14575	Gymnophthalmidae	Teioidea
Calyptommatus_sinebrachiatus	11090	4198	12.212643	Gymnophthalmidae	Teioidea
Calyptotis_lepidorostrum	11968	5064	3.694389	Scincidae	Scincoidea
Calyptotis_ruficauda	11967	5065	7.228751	Scincidae	Scincoidea
Calyptotis_scutirostrum	11968	5063	3.694389	Scincidae	Scincoidea
Calyptotis_temporalis	11966	5066	23.510951	Scincidae	Scincoidea
Calyptotis_thorntonensis	11965	5067	27.661557	Scincidae	Scincoidea
Candoia_aspera	8731	1834	19.097635	Boidae	Alethinophidia
Candoia_bibroni	8730	1835	23.7365592	Boidae	Alethinophidia
Candoia_carinata	8733	1832	4.393953	Boidae	Alethinophidia
Candoia_paulsoni	8733	1831	4.393953	Boidae	Alethinophidia
Candoia_superciliosa	8732	1833	11.614178	Boidae	Alethinophidia
Cantoria_violacea	8362	1462	7.206354	Homalopsidae	Alethinophidia
Caparaonia_itaiquara	11104	4212	16.892647	Gymnophthalmidae	Teioidea
Caraiba_andreae	7599	685	4.235989	Dipsadidae	Alethinophidia
Carinascincus_coventryi	11335	4438	27.8655688	Scincidae	Scincoidea
Carinascincus_greeni	11337	4436	15.85637767	Scincidae	Scincoidea
Carinascincus_metallicus	11338	4434	2.059507	Scincidae	Scincoidea
Carinascincus_ocellatus	11336	4437	17.46488675	Scincidae	Scincoidea
Carinascincus_pretiosus	11338	4435	2.059507	Scincidae	Scincoidea
Carlia_aenigma	11278	4366	5.161919667	Scincidae	Scincoidea
Carlia_ailanpalai	11282	4371	1.681936	Scincidae	Scincoidea
Carlia_amax	11308	4400	14.15063	Scincidae	Scincoidea
Carlia_bicarinata	11313	4410	18.93932525	Scincidae	Scincoidea
Carlia_decora	11310	4401	2.002034	Scincidae	Scincoidea
Carlia_dogare	11311	4404	14.976649	Scincidae	Scincoidea
Carlia_eothen	11280	4368	8.950103	Scincidae	Scincoidea
Carlia_fusca	11279	4365	2.856719	Scincidae	Scincoidea
Carlia_gracilis	11285	4381	20.205431	Scincidae	Scincoidea
Carlia_inconnexa	11314	4409	7.26182	Scincidae	Scincoidea
Carlia_jarnoldae	11316	4412	21.299006	Scincidae	Scincoidea
Carlia_johnstonei	11307	4397	9.233825	Scincidae	Scincoidea
Carlia_longipes	11277	4367	7.8847035	Scincidae	Scincoidea
Carlia_luctuosa	11280	4369	8.950103	Scincidae	Scincoidea
Carlia_munda	11306	4395	12.192193	Scincidae	Scincoidea
Carlia_mysi	11283	4374	5.075203	Scincidae	Scincoidea
Carlia_pectoralis	11315	4407	7.25105	Scincidae	Scincoidea
Carlia_pulla	11283	4373	5.075203	Scincidae	Scincoidea
Carlia_quinquecarinata	11279	4364	2.856719	Scincidae	Scincoidea
Carlia_rhomboidalis	11312	4405	6.147583	Scincidae	Scincoidea
Carlia_rostralis	11311	4403	14.976649	Scincidae	Scincoidea
Carlia_rubigo	11315	4408	7.25105	Scincidae	Scincoidea
Carlia_rubrigularis	11312	4406	6.147583	Scincidae	Scincoidea
Carlia_rufilatus	11306	4396	12.192193	Scincidae	Scincoidea
Carlia_schmeltzii	11284	4376	16.566286	Scincidae	Scincoidea
Carlia_sexdentata	11281	4372	8.277858	Scincidae	Scincoidea
Carlia_storri	11284	4375	16.566286	Scincidae	Scincoidea
Carlia_tetradactyla	11308	4399	14.15063	Scincidae	Scincoidea
Carlia_triacantha	11307	4398	9.233825	Scincidae	Scincoidea
Carlia_tutela	11282	4370	1.681936	Scincidae	Scincoidea
Carlia_vivax	11310	4402	2.002034	Scincidae	Scincoidea
Carlia_wundalthini	11316	4411	21.299006	Scincidae	Scincoidea
Carphodactylus_laevis	13713	6835	24.1194035	Carphodactylidae	Gekkota
Carphophis_amoenus	7877	973	4.175593	Dipsadidae	Alethinophidia
Carphophis_vermis	7877	972	4.175593	Dipsadidae	Alethinophidia
Casarea_dussumieri	8750	1857	61.915646	Bolyeridae	Alethinophidia
Causus_defilippii	8665	1765	6.61366	Viperidae	Alethinophidia
Causus_lichtensteinii	8662	1769	10.0953912	Viperidae	Alethinophidia
Causus_maculatus	8665	1766	6.61366	Viperidae	Alethinophidia
Causus_resimus	8663	1768	7.751579	Viperidae	Alethinophidia
Causus_rhombeatus	8664	1767	7.331289	Viperidae	Alethinophidia
Celatiscincus_euryotis	11442	4540	12.76413	Scincidae	Scincoidea
Celatiscincus_similis	11442	4539	12.76413	Scincidae	Scincoidea
Celestus_agasepsoides	10545	3649	4.380932	Diploglossidae	Anguiformes
Celestus_costatus	10543	3652	6.285735	Diploglossidae	Anguiformes
Celestus_cyanochloris	10551	3660	21.633683	Diploglossidae	Anguiformes
Celestus_enneagrammus	10551	3659	21.633683	Diploglossidae	Anguiformes
Celestus_haetianus	10545	3650	4.380932	Diploglossidae	Anguiformes
Celestus_rozellae	10550	3661	24.01092767	Diploglossidae	Anguiformes
Celestus_sepsoides	10542	3653	7.921294	Diploglossidae	Anguiformes
Celestus_stenurus	10544	3651	5.93218	Diploglossidae	Anguiformes
Cemophora_coccinea	7063	143	1.939683	Colubridae	Alethinophidia
Cemophora_lineri	7063	144	1.939683	Colubridae	Alethinophidia
Cerastes_cerastes	8636	1739	5.840449	Viperidae	Alethinophidia
Cerastes_gasperettii	8636	1738	5.840449	Viperidae	Alethinophidia
Cerastes_vipera	8635	1740	9.609502667	Viperidae	Alethinophidia
Ceratophora_aspera	9976	3078	16.2219622	Agamidae	Iguania
Ceratophora_erdeleni	9979	3074	1.777987	Agamidae	Iguania
Ceratophora_karu	9977	3077	12.946526	Agamidae	Iguania
Ceratophora_stoddartii	9979	3075	1.777987	Agamidae	Iguania
Ceratophora_tennentii	9978	3076	7.852148	Agamidae	Iguania
Cerberus_australis	8357	1455	4.379068	Homalopsidae	Alethinophidia
Cerberus_microlepis	8358	1453	2.27051	Homalopsidae	Alethinophidia
Cerberus_rynchops	8358	1454	2.27051	Homalopsidae	Alethinophidia
Cercosaura_argulus	11002	4100	9.391227	Gymnophthalmidae	Teioidea
Cercosaura_bassleri	11004	4102	10.235982	Gymnophthalmidae	Teioidea
Cercosaura_eigenmanni	11003	4103	15.552404	Gymnophthalmidae	Teioidea
Cercosaura_manicata	10997	4105	22.46366522	Gymnophthalmidae	Teioidea
Cercosaura_ocellata	11004	4101	10.235982	Gymnophthalmidae	Teioidea
Cercosaura_oshaughnessyi	11002	4099	9.391227	Gymnophthalmidae	Teioidea
Cercosaura_parkeri	11001	4097	7.207757	Gymnophthalmidae	Teioidea
Cercosaura_quadrilineata	10998	4104	20.76903625	Gymnophthalmidae	Teioidea
Cercosaura_schreibersii	11001	4098	7.207757	Gymnophthalmidae	Teioidea
Cerrophidion_godmani	8433	1528	3.509968	Viperidae	Alethinophidia
Cerrophidion_petlalcalensis	8432	1525	2.394138	Viperidae	Alethinophidia
Cerrophidion_tzotzilorum	8432	1526	2.394138	Viperidae	Alethinophidia
Cerrophidion_wilsoni	8433	1527	3.509968	Viperidae	Alethinophidia
Chalarodon_madagascariensis	9269	2377	14.981639	Iguanidae	Iguania
Chalcides_bedriagai	12235	5342	10.92608425	Scincidae	Scincoidea
Chalcides_boulengeri	12232	5338	12.715259	Scincidae	Scincoidea
Chalcides_chalcides	12242	5348	10.443319	Scincidae	Scincoidea
Chalcides_coeruleopunctatus	12231	5334	11.499149	Scincidae	Scincoidea
Chalcides_colosii	12234	5343	12.9601322	Scincidae	Scincoidea
Chalcides_guentheri	12240	5351	16.04510467	Scincidae	Scincoidea
Chalcides_lanzai	12237	5340	2.961541	Scincidae	Scincoidea
Chalcides_manueli	12229	5330	7.344339	Scincidae	Scincoidea
Chalcides_mauritanicus	12239	5352	20.02392557	Scincidae	Scincoidea
Chalcides_mertensi	12243	5347	7.423963	Scincidae	Scincoidea
Chalcides_minutus	12243	5346	7.423963	Scincidae	Scincoidea
Chalcides_mionecton	12227	5332	11.717391	Scincidae	Scincoidea
Chalcides_montanus	12229	5329	7.344339	Scincidae	Scincoidea
Chalcides_ocellatus	12238	5344	11.259261	Scincidae	Scincoidea
Chalcides_parallelus	12237	5339	2.961541	Scincidae	Scincoidea
Chalcides_polylepis	12228	5331	8.056987	Scincidae	Scincoidea
Chalcides_pseudostriatus	12244	5349	6.485453	Scincidae	Scincoidea
Chalcides_ragazzii	12238	5345	11.259261	Scincidae	Scincoidea
Chalcides_sepsoides	12236	5341	9.005512	Scincidae	Scincoidea
Chalcides_sexlineatus	12231	5335	11.499149	Scincidae	Scincoidea
Chalcides_simonyi	12226	5333	13.34637	Scincidae	Scincoidea
Chalcides_sphenopsiformis	12232	5337	12.715259	Scincidae	Scincoidea
Chalcides_striatus	12244	5350	6.485453	Scincidae	Scincoidea
Chalcides_viridanus	12230	5336	12.99029533	NA	Scincoidea
Chamaeleo_africanus	10351	3452	5.241662	Chamaeleonidae	Iguania
Chamaeleo_anchietae	10346	3463	23.06518523	Chamaeleonidae	Iguania
Chamaeleo_arabicus	10353	3455	2.589398	Chamaeleonidae	Iguania
Chamaeleo_calcaricarens	10351	3451	5.241662	Chamaeleonidae	Iguania
Chamaeleo_calyptratus	10353	3454	2.589398	Chamaeleonidae	Iguania
Chamaeleo_chamaeleon	10350	3453	6.467633667	Chamaeleonidae	Iguania
Chamaeleo_dilepis	10355	3461	10.951278	Chamaeleonidae	Iguania
Chamaeleo_gracilis	10357	3458	1.716018	Chamaeleonidae	Iguania
Chamaeleo_laevigatus	10356	3460	5.9361	Chamaeleonidae	Iguania
Chamaeleo_monachus	10348	3457	13.54454843	Chamaeleonidae	Iguania
Chamaeleo_namaquensis	10345	3464	35.40378921	Chamaeleonidae	Iguania
Chamaeleo_necasi	10357	3459	1.716018	Chamaeleonidae	Iguania
Chamaeleo_senegalensis	10354	3462	15.278941	Chamaeleonidae	Iguania
Chamaeleo_zeylanicus	10352	3456	6.121094333	Chamaeleonidae	Iguania
Chamaesaura_aenea	12367	5475	18.295543	Cordylidae	Scincoidea
Chamaesaura_anguina	12366	5477	19.891732	Cordylidae	Scincoidea
Chamaesaura_tenuior	12367	5476	18.295543	Cordylidae	Scincoidea
Charina_bottae	8744	1846	16.862661	Boidae	Alethinophidia
Charina_umbratica	8744	1845	16.862661	Boidae	Alethinophidia
Chatogekko_amazonicus	13427	6596	63.53334456	Sphaerodactylidae	Gekkota
Chelosania_brunnea	10252	3358	13.242287	Agamidae	Iguania
Chilabothrus_angulifer	8705	1813	11.94187017	Boidae	Alethinophidia
Chilabothrus_argentum	8710	1805	1.534397	Boidae	Alethinophidia
Chilabothrus_chrysogaster	8709	1806	2.32105	Boidae	Alethinophidia
Chilabothrus_exsul	8712	1803	1.147069	Boidae	Alethinophidia
Chilabothrus_fordii	8713	1808	2.720191	Boidae	Alethinophidia
Chilabothrus_gracilis	8713	1807	2.720191	Boidae	Alethinophidia
Chilabothrus_granti	8715	1810	0.840003	Boidae	Alethinophidia
Chilabothrus_inornatus	8714	1812	6.379922333	Boidae	Alethinophidia
Chilabothrus_monensis	8715	1811	0.840003	Boidae	Alethinophidia
Chilabothrus_striatus	8711	1804	1.280899	Boidae	Alethinophidia
Chilabothrus_strigilatus	8712	1802	1.147069	Boidae	Alethinophidia
Chilabothrus_subflavus	8707	1809	8.117429	Boidae	Alethinophidia
Chilorhinophis_gerardi	8203	1306	17.00324475	Lamprophiidae	Alethinophidia
Chioninia_coctei	11610	4716	12.5506248	Scincidae	Scincoidea
Chioninia_delalandii	11614	4718	11.31216	Scincidae	Scincoidea
Chioninia_fogoensis	11613	4712	5.22994	Scincidae	Scincoidea
Chioninia_nicolauensis	11612	4714	7.222676	Scincidae	Scincoidea
Chioninia_spinalis	11611	4715	10.920658	Scincidae	Scincoidea
Chioninia_stangeri	11613	4713	5.22994	Scincidae	Scincoidea
Chioninia_vaillantii	11614	4717	11.31216	Scincidae	Scincoidea
