label	parent	node	branch.length	families	clade
Ablepharus_budaki	12113	5218	18.554766	Scincidae	Scincoidea
Ablepharus_chernovi	12114	5220	14.761595	Scincidae	Scincoidea
Ablepharus_grayanus	12115	5222	16.421581	Scincidae	Scincoidea
Ablepharus_kitaibelii	12114	5219	14.761595	Scincidae	Scincoidea
Ablepharus_pannonicus	12115	5221	16.421581	Scincidae	Scincoidea
Ablepharus_rueppellii	12113	5217	18.554766	Scincidae	Scincoidea
Abronia_anzuetoi	10492	3589	0.79252	Anguidae	Anguiformes
Abronia_aurita	10491	3591	0.7947793333	Anguidae	Anguiformes
Abronia_campbelli	10492	3590	0.79252	Anguidae	Anguiformes
Abronia_chiszari	10500	3603	7.801545	Anguidae	Anguiformes
Abronia_fimbriata	10493	3593	1.846528	Anguidae	Anguiformes
Abronia_frosti	10494	3596	7.76667	Anguidae	Anguiformes
Abronia_fuscolabialis	10501	3602	3.0601	Anguidae	Anguiformes
Abronia_graminea	10502	3601	2.043918	Anguidae	Anguiformes
Abronia_lythrochila	10493	3594	1.846528	Anguidae	Anguiformes
Abronia_martindelcampoi	10503	3607	6.814235	Anguidae	Anguiformes
Abronia_matudai	10490	3592	2.3117785	Anguidae	Anguiformes
Abronia_mixteca	10484	3616	14.29478543	Anguidae	Anguiformes
Abronia_oaxacae	10498	3605	8.977991	Anguidae	Anguiformes
Abronia_ornelasi	10494	3595	7.76667	Anguidae	Anguiformes
Abronia_taeniata	10502	3600	2.043918	Anguidae	Anguiformes
Acanthocercus_adramitanus	10128	3232	10.661532	Agamidae	Iguania
Acanthocercus_annectans	10121	3223	13.820842	Agamidae	Iguania
Acanthocercus_atricollis	10116	3220	11.5751424	Agamidae	Iguania
Acanthocercus_cyanogaster	10120	3222	12.568062	Agamidae	Iguania
Acanthocercus_guentherpetersi	10120	3221	12.568062	Agamidae	Iguania
Acanthocercus_yemensis	10128	3231	10.661532	Agamidae	Iguania
Acanthodactylus_aegyptius	10654	3753	4.628114	Lacertidae	Lacertoidea
Acanthodactylus_arabicus	10644	3744	14.674145	Lacertidae	Lacertoidea
Acanthodactylus_aureus	10650	3758	20.30591943	Lacertidae	Lacertoidea
Acanthodactylus_bedriagai	10664	3761	5.800465	Lacertidae	Lacertoidea
Acanthodactylus_beershebensis	10662	3763	8.143453	Lacertidae	Lacertoidea
Acanthodactylus_blanci	10666	3766	11.549489	Lacertidae	Lacertoidea
Acanthodactylus_blanfordii	10640	3739	11.269093	Lacertidae	Lacertoidea
Acanthodactylus_boskianus	10649	3747	9.941522	Lacertidae	Lacertoidea
Acanthodactylus_boueti	10660	3765	19.432962	Lacertidae	Lacertoidea
Acanthodactylus_busacki	10665	3759	3.595531	Lacertidae	Lacertoidea
Acanthodactylus_cantoris	10645	3745	13.159212	Lacertidae	Lacertoidea
Acanthodactylus_dumerilii	10655	3755	3.921377	Lacertidae	Lacertoidea
Acanthodactylus_erythrurus	10666	3767	11.549489	Lacertidae	Lacertoidea
Acanthodactylus_felicis	10646	3751	16.65606	Lacertidae	Lacertoidea
Acanthodactylus_gongrorhynchatus	10643	3742	15.179846	Lacertidae	Lacertoidea
Acanthodactylus_grandis	10638	3737	12.103006	Lacertidae	Lacertoidea
Acanthodactylus_guineensis	10656	3772	31.92899721	Lacertidae	Lacertoidea
Acanthodactylus_haasi	10644	3743	14.674145	Lacertidae	Lacertoidea
Acanthodactylus_hardyi	10639	3740	16.48773	Lacertidae	Lacertoidea
Acanthodactylus_harranensis	10638	3736	12.103006	Lacertidae	Lacertoidea
Acanthodactylus_khamirensis	10637	3734	4.727489	Lacertidae	Lacertoidea
Acanthodactylus_longipes	10654	3752	4.628114	Lacertidae	Lacertoidea
Acanthodactylus_maculatus	10661	3764	9.335574	Lacertidae	Lacertoidea
Acanthodactylus_margaritae	10665	3760	3.595531	Lacertidae	Lacertoidea
Acanthodactylus_masirae	10645	3746	13.159212	Lacertidae	Lacertoidea
Acanthodactylus_micropholis	10637	3735	4.727489	Lacertidae	Lacertoidea
Acanthodactylus_nilsoni	10648	3749	11.430237	Lacertidae	Lacertoidea
Acanthodactylus_opheodurus	10647	3750	14.566895	Lacertidae	Lacertoidea
Acanthodactylus_orientalis	10668	3769	13.759924	Lacertidae	Lacertoidea
Acanthodactylus_pardalis	10663	3762	7.523093	Lacertidae	Lacertoidea
Acanthodactylus_robustus	10667	3771	18.77456667	Lacertidae	Lacertoidea
Acanthodactylus_savignyi	10658	3768	25.958808	Lacertidae	Lacertoidea
Acanthodactylus_schmidti	10640	3738	11.269093	Lacertidae	Lacertoidea
Acanthodactylus_schreiberi	10649	3748	9.941522	Lacertidae	Lacertoidea
Acanthodactylus_scutellatus	10653	3754	9.882737667	Lacertidae	Lacertoidea
Acanthodactylus_senegalensis	10655	3756	3.921377	Lacertidae	Lacertoidea
Acanthodactylus_taghitensis	10651	3757	17.56806933	Lacertidae	Lacertoidea
Acanthodactylus_tilburyi	10643	3741	15.179846	Lacertidae	Lacertoidea
Acanthodactylus_tristrami	10668	3770	13.759924	Lacertidae	Lacertoidea
Acanthophis_antarcticus	7995	1075	0.310195	Elapidae	Alethinophidia
Acanthophis_cryptamydros	7992	1079	2.9985114	Elapidae	Alethinophidia
Acanthophis_hawkei	7994	1077	1.363753667	Elapidae	Alethinophidia
Acanthophis_laevis	7989	1082	4.21647525	Elapidae	Alethinophidia
Acanthophis_praelongus	7993	1078	1.9186465	Elapidae	Alethinophidia
Acanthophis_pyrrhus	7991	1080	3.419140333	Elapidae	Alethinophidia
Acanthophis_rugosus	7995	1076	0.310195	Elapidae	Alethinophidia
Acanthophis_wellsi	7990	1081	3.758165286	Elapidae	Alethinophidia
Acanthosaura_armata	10031	3131	11.69726933	Agamidae	Iguania
Acanthosaura_capra	10033	3133	9.532186	Agamidae	Iguania
Acanthosaura_cardamomensis	10032	3129	6.211818	Agamidae	Iguania
Acanthosaura_coronata	10028	3135	23.19627529	Agamidae	Iguania
Acanthosaura_crucigera	10032	3130	6.211818	Agamidae	Iguania
Acanthosaura_lepidogaster	10030	3132	14.05614225	Agamidae	Iguania
Acanthosaura_nataliae	10033	3134	9.532186	Agamidae	Iguania
Achalinus_formosanus	8688	1793	5.086671	Xenodermatidae	Alethinophidia
Achalinus_meiguensis	8685	1794	21.005644	Xenodermatidae	Alethinophidia
Achalinus_niger	8688	1792	5.086671	Xenodermatidae	Alethinophidia
Achalinus_rufescens	8687	1791	12.872598	Xenodermatidae	Alethinophidia
Achalinus_spinalis	8687	1790	12.872598	Xenodermatidae	Alethinophidia
Acontias_aurantiacus	12308	5412	0.362252	Scincidae	Scincoidea
Acontias_bicolor	12305	5416	8.1855752	Scincidae	Scincoidea
Acontias_breviceps	12310	5422	7.662245	Scincidae	Scincoidea
Acontias_cregoi	12306	5415	4.96632025	Scincidae	Scincoidea
Acontias_fitzsimonsi	12307	5414	3.829616333	Scincidae	Scincoidea
Acontias_gariepensis	12315	5428	12.612519	Scincidae	Scincoidea
Acontias_gracilicauda	12311	5421	4.835999	Scincidae	Scincoidea
Acontias_grayi	12319	5430	2.587889	NA	Scincoidea
Acontias_jappi	12316	5427	9.641281	Scincidae	Scincoidea
Acontias_kgalagadi	12317	5425	6.31807	Scincidae	Scincoidea
Acontias_lineatus	12320	5431	2.667581	Scincidae	Scincoidea
Acontias_litoralis	12320	5432	2.667581	Scincidae	Scincoidea
Acontias_meleagris	12313	5424	7.088902	Scincidae	Scincoidea
Acontias_namaquensis	12300	5433	22.16636036	Scincidae	Scincoidea
Acontias_occidentalis	12312	5419	3.301101	Scincidae	Scincoidea
Acontias_orientalis	12313	5423	7.088902	Scincidae	Scincoidea
Acontias_parietalis	12308	5413	0.362252	Scincidae	Scincoidea
Acontias_percivali	12312	5420	3.301101	Scincidae	Scincoidea
Acontias_plumbeus	12303	5418	14.63012314	Scincidae	Scincoidea
Acontias_richardi	12317	5426	6.31807	Scincidae	Scincoidea
Acontias_rieppeli	12304	5417	9.003718167	Scincidae	Scincoidea
Acontias_tristis	12319	5429	2.587889	Scincidae	Scincoidea
Acrantophis_dumerili	8748	1851	2.892152	Boidae	Alethinophidia
Acrantophis_madagascariensis	8748	1852	2.892152	Boidae	Alethinophidia
Acratosaura_mentalis	11100	4205	12.253603	Gymnophthalmidae	Teioidea
Acratosaura_spinosa	11100	4204	12.253603	Gymnophthalmidae	Teioidea
Acritoscincus_duperreyi	11411	4511	12.029844	Scincidae	Scincoidea
Acritoscincus_platynotus	11411	4512	12.029844	Scincidae	Scincoidea
Acritoscincus_trilineatus	11410	4513	16.561043	Scincidae	Scincoidea
Acrochordus_arafurae	8693	1799	8.8918	Acrochordidae	Alethinophidia
Acrochordus_granulatus	8693	1800	8.8918	Acrochordidae	Alethinophidia
Acrochordus_javanicus	8692	1801	16.716975	Acrochordidae	Alethinophidia
Acutotyphlops_kunuaensis	8873	1974	14.688998	Typhlopidae	Scolecophidia
Acutotyphlops_subocularis	8873	1973	14.688998	Typhlopidae	Scolecophidia
Adelophis_foxi	7399	491	2.416696667	Colubridae	Alethinophidia
Adelphicos_quadrivirgatus	7818	907	7.485953	Dipsadidae	Alethinophidia
Adelphicos_veraepacis	7818	908	7.485953	Dipsadidae	Alethinophidia
Adolfus_africanus	10721	3828	25.22035825	Lacertidae	Lacertoidea
Adolfus_alleni	10723	3825	9.587029	Lacertidae	Lacertoidea
Adolfus_jacksoni	10722	3827	12.34508833	Lacertidae	Lacertoidea
Adolfus_masavaensis	10723	3826	9.587029	Lacertidae	Lacertoidea
Aeluroscalabotes_felinus	13757	6876	57.925231170000004	Gekkonidae	Gekkota
Afroedura_africana	12569	5685	26.56408035	Gekkonidae	Gekkota
Afroedura_amatolica	12586	5689	22.620834	Gekkonidae	Gekkota
Afroedura_bogerti	12584	5682	18.528159	Gekkonidae	Gekkota
Afroedura_broadleyi	12580	5675	5.038998	Gekkonidae	Gekkota
Afroedura_gorongosa	12580	5676	5.038998	Gekkonidae	Gekkota
Afroedura_granitica	12582	5679	0.085156	Gekkonidae	Gekkota
Afroedura_haackei	12577	5672	7.119133	Gekkonidae	Gekkota
Afroedura_halli	12585	5690	25.4219918	Gekkonidae	Gekkota
Afroedura_hawequensis	12567	5691	37.53206717	Gekkonidae	Gekkota
Afroedura_karroica	12571	5681	24.26957146	Gekkonidae	Gekkota
Afroedura_langi	12582	5678	0.085156	Gekkonidae	Gekkota
Afroedura_loveridgei	12584	5683	18.528159	Gekkonidae	Gekkota
Afroedura_major	12576	5674	14.336443	Gekkonidae	Gekkota
Afroedura_maripi	12574	5671	18.819339	Gekkonidae	Gekkota
Afroedura_marleyi	12575	5670	13.319037	Gekkonidae	Gekkota
Afroedura_multiporis	12577	5673	7.119133	Gekkonidae	Gekkota
Afroedura_nivaria	12588	5687	15.737229	Gekkonidae	Gekkota
Afroedura_pienaari	12579	5677	9.04822	Gekkonidae	Gekkota
Afroedura_pondolia	12588	5686	15.737229	Gekkonidae	Gekkota
Afroedura_pongola	12575	5669	13.319037	Gekkonidae	Gekkota
Afroedura_tembulica	12587	5688	19.929617	Gekkonidae	Gekkota
Afroedura_transvaalica	12583	5684	21.837064	Gekkonidae	Gekkota
Afroedura_waterbergensis	12581	5680	6.644585	Gekkonidae	Gekkota
Afrogecko_porphyreus	12729	5834	30.398965	Gekkonidae	Gekkota
Afronatrix_anoscopus	7494	591	12.241267	Colubridae	Alethinophidia
Afrotyphlops_angolensis	8891	1995	2.186991	Typhlopidae	Scolecophidia
Afrotyphlops_bibronii	8889	1991	7.582491	Typhlopidae	Scolecophidia
Afrotyphlops_congestus	8887	1990	6.123511	Typhlopidae	Scolecophidia
Afrotyphlops_elegans	8891	1996	2.186991	Typhlopidae	Scolecophidia
Afrotyphlops_fornasinii	8889	1992	7.582491	Typhlopidae	Scolecophidia
Afrotyphlops_lineolatus	8888	1988	5.523155	Typhlopidae	Scolecophidia
Afrotyphlops_mucruso	8890	1993	6.515992	Typhlopidae	Scolecophidia
Afrotyphlops_obtusus	8883	1997	19.5547565	Typhlopidae	Scolecophidia
Afrotyphlops_punctatus	8888	1989	5.523155	Typhlopidae	Scolecophidia
Afrotyphlops_schlegelii	8890	1994	6.515992	Typhlopidae	Scolecophidia
Afrotyphlops_steinhausi	8892	2005	28.71910338	Typhlopidae	Scolecophidia
Agama_aculeata	10100	3197	4.658969	Agamidae	Iguania
Agama_africana	10085	3178	5.336275	Agamidae	Iguania
Agama_agama	10086	3183	5.778393333	Agamidae	Iguania
Agama_anchietae	10102	3203	10.933796	Agamidae	Iguania
Agama_armata	10100	3198	4.658969	Agamidae	Iguania
Agama_atra	10103	3201	4.134184	Agamidae	Iguania
Agama_boensis	10088	3186	8.102381	Agamidae	Iguania
Agama_bottegi	10112	3213	0.005914	Agamidae	Iguania
Agama_boueti	10110	3208	4.198721	Agamidae	Iguania
Agama_boulengeri	10075	3215	25.57214836	Agamidae	Iguania
Agama_caudospinosa	10094	3192	10.313968	Agamidae	Iguania
Agama_cristata	10106	3205	0.798224	Iguanidae	Iguania
Agama_doriae	10089	3193	19.05943343	Agamidae	Iguania
Agama_etoshae	10101	3199	5.202383	Agamidae	Iguania
Agama_finchi	10087	3182	4.615963	Agamidae	Iguania
Agama_gracilimembris	10105	3206	13.244993	Agamidae	Iguania
Agama_hartmanni	10109	3210	9.178884	Agamidae	Iguania
Agama_hispida	10101	3200	5.202383	Agamidae	Iguania
Agama_impalearis	10110	3209	4.198721	Agamidae	Iguania
Agama_insularis	10104	3207	18.92450275	Agamidae	Iguania
Agama_kaimosae	10093	3187	5.553164	Agamidae	Iguania
Agama_kirkii	10098	3196	11.319419	Agamidae	Iguania
Agama_knobeli	10103	3202	4.134184	Agamidae	Iguania
Agama_lanzai	10112	3212	0.005914	Agamidae	Iguania
Agama_lebretoni	10084	3179	6.603411	Agamidae	Iguania
Agama_lionotus	10092	3189	6.576189667	Agamidae	Iguania
Agama_montana	10099	3194	5.935432	Agamidae	Iguania
Agama_mossambica	10099	3195	5.935432	Agamidae	Iguania
Agama_mwanzae	10093	3188	5.553164	Agamidae	Iguania
Agama_parafricana	10085	3177	5.336275	Agamidae	Iguania
Agama_paragama	10083	3180	7.275063	Agamidae	Iguania
Agama_picticauda	10087	3181	4.615963	Agamidae	Iguania
Agama_planiceps	10081	3184	9.35569675	Agamidae	Iguania
Agama_robecchii	10121	3224	13.820842	Agamidae	Iguania
Agama_rueppelli	10094	3191	10.313968	Agamidae	Iguania
Agama_sankaranica	10088	3185	8.102381	Agamidae	Iguania
Agama_spinosa	10111	3214	10.457712	Agamidae	Iguania
Agama_tassiliensis	10108	3211	13.002224	Agamidae	Iguania
Agama_turuensis	10091	3190	7.51162775	Agamidae	Iguania
Agama_weidholzi	10106	3204	0.798224	Agamidae	Iguania
Agamodon_anguliceps	10976	4083	26.8345	Trogonophidae	Amphisbaenia
Agamura_persica	13308	6420	25.7437722	Gekkonidae	Gekkota
Agkistrodon_bilineatus	8499	1595	1.150532667	Viperidae	Alethinophidia
Agkistrodon_contortrix	8501	1599	0.168258	Viperidae	Alethinophidia
Agkistrodon_howardgloydi	8500	1594	0.142111	Viperidae	Alethinophidia
Agkistrodon_laticinctus	8501	1598	0.168258	Viperidae	Alethinophidia
Agkistrodon_piscivorus	8497	1597	3.3376426	Viperidae	Alethinophidia
Agkistrodon_russeolus	8500	1593	0.142111	Viperidae	Alethinophidia
Agkistrodon_taylori	8498	1596	2.3393565	Viperidae	Alethinophidia
Ahaetulla_anomala	7357	451	2.39809	Colubridae	Alethinophidia
Ahaetulla_fasciolata	7358	456	5.215333	Colubridae	Alethinophidia
Ahaetulla_fronticincta	7355	453	7.21154525	Colubridae	Alethinophidia
Ahaetulla_mycterizans	7359	455	3.113385	Colubridae	Alethinophidia
Ahaetulla_nasuta	7356	452	4.645755	Colubridae	Alethinophidia
Ahaetulla_prasina	7359	454	3.113385	Colubridae	Alethinophidia
Ahaetulla_pulverulenta	7357	450	2.39809	Colubridae	Alethinophidia
Ailuronyx_seychellensis	12736	5840	4.329945	Gekkonidae	Gekkota
Ailuronyx_tachyscopaeus	12735	5841	10.28758	Gekkonidae	Gekkota
Ailuronyx_trachygaster	12736	5839	4.329945	Gekkonidae	Gekkota
Aipysurus_apraefrontalis	7953	1033	1.531266	Elapidae	Alethinophidia
Aipysurus_duboisii	7952	1034	1.811771	Elapidae	Alethinophidia
Aipysurus_eydouxii	7957	1038	2.152192	Elapidae	Alethinophidia
Aipysurus_foliosquama	7954	1031	1.013637	Elapidae	Alethinophidia
Aipysurus_fuscus	7956	1035	0.146233	Elapidae	Alethinophidia
Aipysurus_laevis	7955	1037	0.964559	Elapidae	Alethinophidia
Aipysurus_mosaicus	7957	1039	2.152192	Elapidae	Alethinophidia
Aipysurus_pooleorum	7954	1032	1.013637	Elapidae	Alethinophidia
Aipysurus_tenuis	7956	1036	0.146233	Elapidae	Alethinophidia
Alexandresaurus_camacan	11097	4210	28.92335286	Gymnophthalmidae	Teioidea
Algyroides_fitzingeri	10826	3931	17.198324	Lacertidae	Lacertoidea
Algyroides_marchi	10826	3930	17.198324	Lacertidae	Lacertoidea
Algyroides_moreoticus	10828	3935	20.891178	Lacertidae	Lacertoidea
Algyroides_nigropunctatus	10828	3934	20.891178	Lacertidae	Lacertoidea
Alluaudina_bellyi	8309	1411	14.42901533	Lamprophiidae	Alethinophidia
Alopoglossus_angulatus	11156	4264	3.718186	Gymnophthalmidae	Teioidea
Alopoglossus_atriventris	11155	4265	13.439252	Gymnophthalmidae	Teioidea
Alopoglossus_buckleyi	11154	4266	14.824118	Gymnophthalmidae	Teioidea
Alopoglossus_copii	11156	4263	3.718186	Gymnophthalmidae	Teioidea
Alopoglossus_festae	11157	4268	21.431335	Gymnophthalmidae	Teioidea
Alopoglossus_viridiceps	11157	4267	21.431335	Gymnophthalmidae	Teioidea
Alsophis_antillensis	7613	704	0.65449	Dipsadidae	Alethinophidia
Alsophis_manselli	7613	703	0.65449	Dipsadidae	Alethinophidia
Alsophis_rijgersmaei	7610	702	4.324835	Dipsadidae	Alethinophidia
Alsophis_rufiventris	7611	701	1.282595	Dipsadidae	Alethinophidia
Alsophis_sajdaki	7611	700	1.282595	Dipsadidae	Alethinophidia
Alsophis_sibonius	7612	705	4.070531	Dipsadidae	Alethinophidia
Alsophylax_pipiens	13313	6425	55.131532	Gekkonidae	Gekkota
Altiphylax_levitoni	13292	6400	25.497798	Gekkonidae	Gekkota
Altiphylax_stoliczkai	13292	6401	25.497798	Gekkonidae	Gekkota
Amalosia_lesueurii	13612	6721	14.70806633	Diplodactylidae	Gekkota
Amalosia_obscura	13613	6720	9.408141	Diplodactylidae	Gekkota
Amalosia_rhombifer	13613	6719	9.408141	Diplodactylidae	Gekkota
Amapasaurus_tetradactylus	11128	4241	32.38435589	Gymnophthalmidae	Teioidea
Amastridium_veliferum	7863	958	10.833944	Dipsadidae	Alethinophidia
Amblyodipsas_concolor	8202	1298	11.967563	Lamprophiidae	Alethinophidia
Amblyodipsas_dimidiata	8200	1292	5.715848	Lamprophiidae	Alethinophidia
Amblyodipsas_microphthalma	8200	1293	5.715848	Lamprophiidae	Alethinophidia
Amblyodipsas_polylepis	8201	1295	5.879542	Lamprophiidae	Alethinophidia
Amblyodipsas_unicolor	8201	1296	5.879542	Lamprophiidae	Alethinophidia
Amblyodipsas_ventrimaculata	8195	1294	7.862367714	Lamprophiidae	Alethinophidia
Amblyrhynchus_cristatus	9405	2509	11.920593	Iguanidae	Iguania
Ameiva_aggerecusans	11217	4323	0.007235	Teiidae	Teioidea
Ameiva_ameiva	11214	4324	10.4985922	Teiidae	Teioidea
Ameiva_bifrontata	11217	4322	0.007235	Teiidae	Teioidea
Ameiva_concolor	11216	4320	3.614011	Teiidae	Teioidea
Ameiva_jacuba	11218	4326	7.37438	Teiidae	Teioidea
Ameiva_nodam	11216	4321	3.614011	Teiidae	Teioidea
Ameiva_parecis	11218	4325	7.37438	Teiidae	Teioidea
Ameivula_mumbuca	11239	4350	9.456338	Teiidae	Teioidea
Ameivula_ocellifera	11239	4349	9.456338	Teiidae	Teioidea
Amerotyphlops_brongersmianus	8940	2047	11.346192	Typhlopidae	Scolecophidia
Amerotyphlops_reticulatus	8940	2046	11.346192	Typhlopidae	Scolecophidia
Amerotyphlops_tasymicris	8938	2049	17.12457225	Typhlopidae	Scolecophidia
Amerotyphlops_tycherus	8939	2048	14.454574	Typhlopidae	Scolecophidia
Amphibolurus_burnsi	10219	3320	6.217349	Agamidae	Iguania
Amphibolurus_centralis	10219	3319	6.217349	Agamidae	Iguania
Amphibolurus_muricatus	10220	3321	3.574606	Agamidae	Iguania
Amphibolurus_norrisi	10220	3322	3.574606	Agamidae	Iguania
Amphiesma_stolatum	7482	587	14.308404	Colubridae	Alethinophidia
Amphiglossus_astrolabi	12167	5264	17.797164	Scincidae	Scincoidea
Amphiglossus_reticulatus	12167	5265	17.797164	Scincidae	Scincoidea
Amphisbaena_alba	10923	4019	14.144348	Amphisbaenidae	Amphisbaenia
Amphisbaena_anaemariae	10952	4052	12.574445	Amphisbaenidae	Amphisbaenia
Amphisbaena_angustifrons	10961	4063	15.796768	Amphisbaenidae	Amphisbaenia
Amphisbaena_anomala	10914	4065	43.51796939	Amphisbaenidae	Amphisbaenia
Amphisbaena_arenaria	10954	4056	25.541396	Amphisbaenidae	Amphisbaenia
Amphisbaena_bahiana	10963	4067	25.352202	Amphisbaenidae	Amphisbaenia
Amphisbaena_bakeri	10945	4042	7.569761	Amphisbaenidae	Amphisbaenia
Amphisbaena_barbouri	10947	4049	20.17097333	Amphisbaenidae	Amphisbaenia
Amphisbaena_bedai	10928	4027	11.842178	Amphisbaenidae	Amphisbaenia
Amphisbaena_bilabialata	10937	4034	30.400637	Amphisbaenidae	Amphisbaenia
Amphisbaena_bolivica	10924	4018	3.849238	Amphisbaenidae	Amphisbaenia
Amphisbaena_brasiliana	10937	4033	30.400637	Amphisbaenidae	Amphisbaenia
Amphisbaena_caeca	10946	4043	14.746471	Amphisbaenidae	Amphisbaenia
Amphisbaena_caetitensis	10962	4068	34.305914	Amphisbaenidae	Amphisbaenia
Amphisbaena_caiari	10939	4040	25.00775	Amphisbaenidae	Amphisbaenia
Amphisbaena_camura	10924	4017	3.849238	Amphisbaenidae	Amphisbaenia
Amphisbaena_carlgansi	10948	4048	5.598818	Amphisbaenidae	Amphisbaenia
Amphisbaena_carli	10930	4025	5.495373	Amphisbaenidae	Amphisbaenia
Amphisbaena_crisae	10953	4051	1.784545	Amphisbaenidae	Amphisbaenia
Amphisbaena_cubana	10948	4047	5.598818	Amphisbaenidae	Amphisbaenia
Amphisbaena_cuiabana	10955	4054	21.317493	Amphisbaenidae	Amphisbaenia
Amphisbaena_cunhai	10938	4036	25.355287	Amphisbaenidae	Amphisbaenia
Amphisbaena_darwinii	10960	4061	9.943237	Amphisbaenidae	Amphisbaenia
Amphisbaena_fenestrata	10946	4044	14.746471	Amphisbaenidae	Amphisbaenia
Amphisbaena_fuliginosa	10932	4035	34.96708629	Amphisbaenidae	Amphisbaenia
Amphisbaena_hastata	10955	4055	21.317493	Amphisbaenidae	Amphisbaenia
Amphisbaena_hyporissor	10935	4031	19.613412	Amphisbaenidae	Amphisbaenia
Amphisbaena_ignatiana	10927	4028	19.416049	Amphisbaenidae	Amphisbaenia
Amphisbaena_innocens	10936	4030	16.188437	Amphisbaenidae	Amphisbaenia
Amphisbaena_kingii	10961	4062	15.796768	Amphisbaenidae	Amphisbaenia
Amphisbaena_kraoh	10929	4026	10.156484	Amphisbaenidae	Amphisbaenia
Amphisbaena_leali	10936	4029	16.188437	Amphisbaenidae	Amphisbaenia
Amphisbaena_leeseri	10958	4064	28.2413274	Amphisbaenidae	Amphisbaenia
Amphisbaena_leucocephala	10925	4020	11.83878	Amphisbaenidae	Amphisbaenia
Amphisbaena_manni	10943	4045	27.0583348	Amphisbaenidae	Amphisbaenia
Amphisbaena_mertensii	10938	4037	25.355287	Amphisbaenidae	Amphisbaenia
Amphisbaena_miringoera	10940	4039	9.350081	Amphisbaenidae	Amphisbaenia
Amphisbaena_mitchelli	10940	4038	9.350081	Amphisbaenidae	Amphisbaenia
Amphisbaena_munoai	10960	4060	9.943237	Amphisbaenidae	Amphisbaenia
Amphisbaena_pretrei	10925	4021	11.83878	Amphisbaenidae	Amphisbaenia
Amphisbaena_ridleyi	10934	4032	22.664632	Amphisbaenidae	Amphisbaenia
Amphisbaena_roberti	10926	4023	7.041922	Amphisbaenidae	Amphisbaenia
Amphisbaena_saxosa	10930	4024	5.495373	Amphisbaenidae	Amphisbaenia
Amphisbaena_schmidti	10942	4046	32.11562983	Amphisbaenidae	Amphisbaenia
Amphisbaena_silvestrii	10953	4050	1.784545	Amphisbaenidae	Amphisbaenia
Amphisbaena_talisiae	10951	4053	21.91015275	NA	Amphisbaenia
Amphisbaena_uroxena	10963	4066	25.352202	Amphisbaenidae	Amphisbaenia
Amphisbaena_vermicularis	10926	4022	7.041922	Amphisbaenidae	Amphisbaenia
Amphisbaena_xera	10945	4041	7.569761	Amphisbaenidae	Amphisbaenia
Amplorhinus_multimaculatus	8339	1440	15.159197	Colubridae	Alethinophidia
Anadia_buenaventura	11036	4143	21.41784433	Gymnophthalmidae	Teioidea
Anadia_ocellata	11037	4142	16.000582	Gymnophthalmidae	Teioidea
Anadia_rhombifera	11037	4141	16.000582	Gymnophthalmidae	Teioidea
Anatololacerta_anatolica	10811	3919	5.412209	Lacertidae	Lacertoidea
Anatololacerta_budaki	10813	3917	4.318217	NA	Lacertoidea
Anatololacerta_danfordi	10812	3918	4.803238	Lacertidae	Lacertoidea
Anatololacerta_oertzeni	10814	3915	0.575118	Lacertidae	Lacertoidea
Anatololacerta_pelasgiana	10814	3916	0.575118	Lacertidae	Lacertoidea
Andinosaura_afrania	11047	4153	3.773357	Gymnophthalmidae	Teioidea
Andinosaura_aurea	11043	4147	9.427687	Gymnophthalmidae	Teioidea
Andinosaura_crypta	11045	4150	16.678852	Gymnophthalmidae	Teioidea
Andinosaura_hyposticta	11044	4151	18.77863	Gymnophthalmidae	Teioidea
Andinosaura_kiziriani	11042	4148	14.171413	Gymnophthalmidae	Teioidea
Andinosaura_laevis	11047	4152	3.773357	Gymnophthalmidae	Teioidea
Andinosaura_oculata	11045	4149	16.678852	Gymnophthalmidae	Teioidea
Andinosaura_vespertina	11043	4146	9.427687	Gymnophthalmidae	Teioidea
Andinosaura_vieta	11046	4154	15.103742	Gymnophthalmidae	Teioidea
Anelytropsis_papillosus	13763	6881	66.6493882	Dibamidae	Dibamidae
Anepischetosia_maccoyi	11334	4433	28.167282	Scincidae	Scincoidea
Anguis_cephallonica	10530	3641	10.236453	Anguidae	Anguiformes
Anguis_colchica	10533	3638	5.36365	Anguidae	Anguiformes
Anguis_fragilis	10532	3639	7.154623	Anguidae	Anguiformes
Anguis_graeca	10533	3637	5.36365	Anguidae	Anguiformes
Anguis_veronensis	10531	3640	8.595905	Anguidae	Anguiformes
Anilios_affinis	8852	1946	9.122298	Typhlopidae	Scolecophidia
Anilios_ammodytes	8860	1955	4.265383	Typhlopidae	Scolecophidia
Anilios_australis	8865	1960	8.205797333	Typhlopidae	Scolecophidia
Anilios_bicolor	8869	1966	5.369201	Typhlopidae	Scolecophidia
Anilios_bituberculatus	8854	1949	9.571696	Typhlopidae	Scolecophidia
Anilios_centralis	8866	1958	5.86548	Typhlopidae	Scolecophidia
Anilios_diversus	8860	1956	4.265383	Typhlopidae	Scolecophidia
Anilios_endoterus	8868	1962	5.766497	Typhlopidae	Scolecophidia
Anilios_ganei	8858	1953	4.770421	Typhlopidae	Scolecophidia
Anilios_grypus	8859	1957	8.89974	Typhlopidae	Scolecophidia
Anilios_guentheri	8853	1945	8.53412	Typhlopidae	Scolecophidia
