	Ctenosaura_bakeri	Cachryx_defensor	Iguana_delicatissima	Iguana_iguana	Cyclura_pinguis	Gambelia_wislizenii	Basiliscus_vittatus	Corytophanes_hernandesii	Laemanctus_serratus	Anolis_apletophallus	Anolis_lemurinus	Anolis_rodriguezii	Anolis_tropidonotus	Anolis_sericeus	Anolis_planiceps	Anolis_sagrei	Anolis_carolinensis	Sceloporus_tristichus	Sceloporus_undulatus	Sceloporus_occidentalis	Sceloporus_chrysostictus	Urosaurus_nigricaudus	Phrynosoma_platyrhinos	Phrynosoma_blainvillii	Calotes_versicolor	Agama_finchi	Agama_doriae	Xenagama_zonura	Acanthocercus_atricollis	Acanthocercus_guentherpetersi	Acanthocercus_cyanogaster	Acanthocercus_annectans	Phrynocephalus_versicolor	Phrynocephalus_vlangalii	Phrynocephalus_putjatai	Phrynocephalus_forsythii	Laudakia_wui	Pogona_vitticeps	Intellagama_lesueurii	Trioceros_balebicornutus	Trioceros_harennae	Trioceros_affinis	Chamaeleo_calyptratus	Chamaeleo_gracilis	Chamaeleo_laevigatus	Chamaeleo_dilepis	Bradypodion_ventrale	Bradypodion_pumilum	Furcifer_pardalis	Elgaria_multicarinata	Ophisaurus_attenuatus	Anniella_stebbinsi	Varanus_macraei	Varanus_salvator	Varanus_acanthurus	Varanus_komodoensis	Varanus_albigularis	Varanus_niloticus	Shinisaurus_crocodilurus	Acrochordus_granulatus	Latastia_doriai	Darevskia_unisexualis	Darevskia_armeniaca	Darevskia_mixta	Darevskia_valentini	Lacerta_agilis	Lacerta_bilineata	Lacerta_viridis	Zootoca_vivipara	Podarcis_bocagei	Podarcis_vaucheri	Podarcis_liolepis	Podarcis_muralis	Podarcis_raffonei	Podarcis_siculus	Podarcis_tiliguerta	Podarcis_filfolensis	Podarcis_cretensis	Podarcis_pityusensis	Podarcis_lilfordi	Podarcis_gaigeae	Podarcis_melisellensis	Podarcis_erhardii	Gallotia_galloti	Rhineura_floridana	Tretioscincus_oriximinensis	Calyptommatus_sinebrachiatus	Bachia_flavescens	Aspidoscelis_angusticeps	Aspidoscelis_marmoratus	Aspidoscelis_tigris	Holcosus_undulatus	Kentropyx_calcarata	Ameiva_ameiva	Tupinambis_teguixin	Salvator_merianae	Carinascincus_ocellatus	Cryptoblepharus_egeriae	Acritoscincus_duperreyi	Mochlus_sundevallii	Trachylepis_striata	Trachylepis_maculilabris	Trachylepis_brevicollis	Marisora_unimarginata	Tiliqua_scincoides	Tiliqua_occipitalis	Lerista_edwardsae	Mesoscincus_schwartzei	Plestiodon_gilberti	Cordylus_rivae	Hemicordylus_capensis	Paroedura_picta	Gekko_japonicus	Gekko_gecko	Lepidodactylus_listeri	Heteronotia_binoei	Hemidactylus_brookii	Hemidactylus_flaviviridis	Hemidactylus_macropholis	Mediodactylus_kotschyi	Asaccus_caudivolvulus	Thecadactylus_rapicauda	Tarentola_annularis	Sphaerodactylus_townsendi	Sphaerodactylus_glaucus	Gonatodes_alexandermendesi	Teratoscincus_roborowskii	Euleptes_europaea	Correlophus_ciliatus	Eublepharis_macularius	Coleonyx_elegans
Trioceros_harennae	336.2069998821	336.2069998821	336.2069998821	336.2069998821	336.2069998831	336.2069998701	336.2069998701	336.2069998701	336.2069998701	336.2069998711	336.2069998711	336.2069998721	336.2069998711	336.2069998751	336.2069998701	336.2069998681	336.2069998721	336.2069998721	336.2069998721	336.2069998711	336.2069998641	336.2069998621	336.2069998721	336.2069998721	246.1307999461	246.1307999461	246.1307999461	246.1307999461	246.1307999461	246.1307999461	246.1307999461	246.1307999461	246.1307999541	246.1307999531	246.1307999531	246.1307999531	246.1307999501	246.1307999521	246.1307999521	5.814016	0	21.926482	88.42969489	88.42969489	88.42969489	88.42969489	88.429694894	88.429694894	89.8893586621	359.8187998621	359.8187998621	359.8187998721	359.8187998673	359.8187998673	359.8187998631	359.8187998631	359.8187998661	359.8187998661	359.8187999041	250.1232000423	376.6737998353	376.6737998338	376.6737998328	376.6737998328	376.6737998278	376.6737998378	376.6737998378	376.6737998378	376.6737998353	376.6737998377	376.6737998377	376.6737998385	376.6737998385	376.6737998383	376.6737998383	376.6737998383	376.6737998383	376.6737998385	376.6737998383	376.6737998383	376.6737998383	376.6737998383	376.6737998353	376.6737998453	376.6737997653	376.6737998453	376.6737998453	376.6737998453	376.6737998483	376.6737998433	376.6737998433	376.6737998483	376.6737998413	376.6737998413	376.6737998363	376.6737998363	407.4393997642	407.4393997642	407.4393997573	407.4393997773	407.4393997783	407.4393997783	407.4393997833	407.4393997733	407.4393997613	407.4393997613	407.4393997313	407.4393997663	407.4393997663	407.4393997263	407.4393997263	426.3841998233	426.3841998203	426.3841998203	426.3841998183	426.3841998283	426.3841998243	426.3841998243	426.3841998273	426.3841998173	426.3841998273	426.3841998273	426.3841998273	426.3841998373	426.3841998373	426.3841998273	426.3841998273	426.3841998273	426.3841998173	426.3841998233	426.3841998333
Trioceros_affinis	336.2069998821	336.2069998821	336.2069998821	336.2069998821	336.2069998831	336.2069998701	336.2069998701	336.2069998701	336.2069998701	336.2069998711	336.2069998711	336.2069998721	336.2069998711	336.2069998751	336.2069998701	336.2069998681	336.2069998721	336.2069998721	336.2069998721	336.2069998711	336.2069998641	336.2069998621	336.2069998721	336.2069998721	246.1307999461	246.1307999461	246.1307999461	246.1307999461	246.1307999461	246.1307999461	246.1307999461	246.1307999461	246.1307999541	246.1307999531	246.1307999531	246.1307999531	246.1307999501	246.1307999521	246.1307999521	21.926482	21.926482	0	88.42969489	88.42969489	88.42969489	88.42969489	88.429694894	88.429694894	89.8893586621	359.8187998621	359.8187998621	359.8187998721	359.8187998673	359.8187998673	359.8187998631	359.8187998631	359.8187998661	359.8187998661	359.8187999041	250.1232000423	376.6737998353	376.6737998338	376.6737998328	376.6737998328	376.6737998278	376.6737998378	376.6737998378	376.6737998378	376.6737998353	376.6737998377	376.6737998377	376.6737998385	376.6737998385	376.6737998383	376.6737998383	376.6737998383	376.6737998383	376.6737998385	376.6737998383	376.6737998383	376.6737998383	376.6737998383	376.6737998353	376.6737998453	376.6737997653	376.6737998453	376.6737998453	376.6737998453	376.6737998483	376.6737998433	376.6737998433	376.6737998483	376.6737998413	376.6737998413	376.6737998363	376.6737998363	407.4393997642	407.4393997642	407.4393997573	407.4393997773	407.4393997783	407.4393997783	407.4393997833	407.4393997733	407.4393997613	407.4393997613	407.4393997313	407.4393997663	407.4393997663	407.4393997263	407.4393997263	426.3841998233	426.3841998203	426.3841998203	426.3841998183	426.3841998283	426.3841998243	426.3841998243	426.3841998273	426.3841998173	426.3841998273	426.3841998273	426.3841998273	426.3841998373	426.3841998373	426.3841998273	426.3841998273	426.3841998273	426.3841998173	426.3841998233	426.3841998333
Chamaeleo_calyptratus	336.2069998721	336.2069998721	336.2069998721	336.2069998721	336.2069998731	336.2069998601	336.2069998601	336.2069998601	336.2069998601	336.2069998611	336.2069998611	336.2069998621	336.2069998611	336.2069998651	336.2069998601	336.2069998581	336.2069998621	336.2069998621	336.2069998621	336.2069998611	336.2069998541	336.2069998521	336.2069998621	336.2069998621	246.1307999361	246.1307999361	246.1307999361	246.1307999361	246.1307999361	246.1307999361	246.1307999361	246.1307999361	246.1307999441	246.1307999431	246.1307999431	246.1307999431	246.1307999401	246.1307999421	246.1307999421	88.42969489	88.42969489	88.42969489	0	32.3942265	32.3942265	32.3942265	86.271577504	86.271577504	89.8893586521	359.8187998521	359.8187998521	359.8187998621	359.8187998573	359.8187998573	359.8187998531	359.8187998531	359.8187998561	359.8187998561	359.8187998941	250.1232000323	376.6737998253	376.6737998238	376.6737998228	376.6737998228	376.6737998178	376.6737998278	376.6737998278	376.6737998278	376.6737998253	376.6737998277	376.6737998277	376.6737998285	376.6737998285	376.6737998283	376.6737998283	376.6737998283	376.6737998283	376.6737998285	376.6737998283	376.6737998283	376.6737998283	376.6737998283	376.6737998253	376.6737998353	376.6737997553	376.6737998353	376.6737998353	376.6737998353	376.6737998383	376.6737998333	376.6737998333	376.6737998383	376.6737998313	376.6737998313	376.6737998263	376.6737998263	407.4393997542	407.4393997542	407.4393997473	407.4393997673	407.4393997683	407.4393997683	407.4393997733	407.4393997633	407.4393997513	407.4393997513	407.4393997213	407.4393997563	407.4393997563	407.4393997163	407.4393997163	426.3841998133	426.3841998103	426.3841998103	426.3841998083	426.3841998183	426.3841998143	426.3841998143	426.3841998173	426.3841998073	426.3841998173	426.3841998173	426.3841998173	426.3841998273	426.3841998273	426.3841998173	426.3841998173	426.3841998173	426.3841998073	426.3841998133	426.3841998233
Chamaeleo_gracilis	336.2069998721	336.2069998721	336.2069998721	336.2069998721	336.2069998731	336.2069998601	336.2069998601	336.2069998601	336.2069998601	336.2069998611	336.2069998611	336.2069998621	336.2069998611	336.2069998651	336.2069998601	336.2069998581	336.2069998621	336.2069998621	336.2069998621	336.2069998611	336.2069998541	336.2069998521	336.2069998621	336.2069998621	246.1307999361	246.1307999361	246.1307999361	246.1307999361	246.1307999361	246.1307999361	246.1307999361	246.1307999361	246.1307999441	246.1307999431	246.1307999431	246.1307999431	246.1307999401	246.1307999421	246.1307999421	88.42969489	88.42969489	88.42969489	32.3942265	0	11.8722	21.902556	86.271577504	86.271577504	89.8893586521	359.8187998521	359.8187998521	359.8187998621	359.8187998573	359.8187998573	359.8187998531	359.8187998531	359.8187998561	359.8187998561	359.8187998941	250.1232000323	376.6737998253	376.6737998238	376.6737998228	376.6737998228	376.6737998178	376.6737998278	376.6737998278	376.6737998278	376.6737998253	376.6737998277	376.6737998277	376.6737998285	376.6737998285	376.6737998283	376.6737998283	376.6737998283	376.6737998283	376.6737998285	376.6737998283	376.6737998283	376.6737998283	376.6737998283	376.6737998253	376.6737998353	376.6737997553	376.6737998353	376.6737998353	376.6737998353	376.6737998383	376.6737998333	376.6737998333	376.6737998383	376.6737998313	376.6737998313	376.6737998263	376.6737998263	407.4393997542	407.4393997542	407.4393997473	407.4393997673	407.4393997683	407.4393997683	407.4393997733	407.4393997633	407.4393997513	407.4393997513	407.4393997213	407.4393997563	407.4393997563	407.4393997163	407.4393997163	426.3841998133	426.3841998103	426.3841998103	426.3841998083	426.3841998183	426.3841998143	426.3841998143	426.3841998173	426.3841998073	426.3841998173	426.3841998173	426.3841998173	426.3841998273	426.3841998273	426.3841998173	426.3841998173	426.3841998173	426.3841998073	426.3841998133	426.3841998233
Chamaeleo_laevigatus	336.2069998721	336.2069998721	336.2069998721	336.2069998721	336.2069998731	336.2069998601	336.2069998601	336.2069998601	336.2069998601	336.2069998611	336.2069998611	336.2069998621	336.2069998611	336.2069998651	336.2069998601	336.2069998581	336.2069998621	336.2069998621	336.2069998621	336.2069998611	336.2069998541	336.2069998521	336.2069998621	336.2069998621	246.1307999361	246.1307999361	246.1307999361	246.1307999361	246.1307999361	246.1307999361	246.1307999361	246.1307999361	246.1307999441	246.1307999431	246.1307999431	246.1307999431	246.1307999401	246.1307999421	246.1307999421	88.42969489	88.42969489	88.42969489	32.3942265	11.8722	0	21.902556	86.271577504	86.271577504	89.8893586521	359.8187998521	359.8187998521	359.8187998621	359.8187998573	359.8187998573	359.8187998531	359.8187998531	359.8187998561	359.8187998561	359.8187998941	250.1232000323	376.6737998253	376.6737998238	376.6737998228	376.6737998228	376.6737998178	376.6737998278	376.6737998278	376.6737998278	376.6737998253	376.6737998277	376.6737998277	376.6737998285	376.6737998285	376.6737998283	376.6737998283	376.6737998283	376.6737998283	376.6737998285	376.6737998283	376.6737998283	376.6737998283	376.6737998283	376.6737998253	376.6737998353	376.6737997553	376.6737998353	376.6737998353	376.6737998353	376.6737998383	376.6737998333	376.6737998333	376.6737998383	376.6737998313	376.6737998313	376.6737998263	376.6737998263	407.4393997542	407.4393997542	407.4393997473	407.4393997673	407.4393997683	407.4393997683	407.4393997733	407.4393997633	407.4393997513	407.4393997513	407.4393997213	407.4393997563	407.4393997563	407.4393997163	407.4393997163	426.3841998133	426.3841998103	426.3841998103	426.3841998083	426.3841998183	426.3841998143	426.3841998143	426.3841998173	426.3841998073	426.3841998173	426.3841998173	426.3841998173	426.3841998273	426.3841998273	426.3841998173	426.3841998173	426.3841998173	426.3841998073	426.3841998133	426.3841998233
Chamaeleo_dilepis	336.2069998721	336.2069998721	336.2069998721	336.2069998721	336.2069998731	336.2069998601	336.2069998601	336.2069998601	336.2069998601	336.2069998611	336.2069998611	336.2069998621	336.2069998611	336.2069998651	336.2069998601	336.2069998581	336.2069998621	336.2069998621	336.2069998621	336.2069998611	336.2069998541	336.2069998521	336.2069998621	336.2069998621	246.1307999361	246.1307999361	246.1307999361	246.1307999361	246.1307999361	246.1307999361	246.1307999361	246.1307999361	246.1307999441	246.1307999431	246.1307999431	246.1307999431	246.1307999401	246.1307999421	246.1307999421	88.42969489	88.42969489	88.42969489	32.3942265	21.902556	21.902556	0	86.271577504	86.271577504	89.8893586521	359.8187998521	359.8187998521	359.8187998621	359.8187998573	359.8187998573	359.8187998531	359.8187998531	359.8187998561	359.8187998561	359.8187998941	250.1232000323	376.6737998253	376.6737998238	376.6737998228	376.6737998228	376.6737998178	376.6737998278	376.6737998278	376.6737998278	376.6737998253	376.6737998277	376.6737998277	376.6737998285	376.6737998285	376.6737998283	376.6737998283	376.6737998283	376.6737998283	376.6737998285	376.6737998283	376.6737998283	376.6737998283	376.6737998283	376.6737998253	376.6737998353	376.6737997553	376.6737998353	376.6737998353	376.6737998353	376.6737998383	376.6737998333	376.6737998333	376.6737998383	376.6737998313	376.6737998313	376.6737998263	376.6737998263	407.4393997542	407.4393997542	407.4393997473	407.4393997673	407.4393997683	407.4393997683	407.4393997733	407.4393997633	407.4393997513	407.4393997513	407.4393997213	407.4393997563	407.4393997563	407.4393997163	407.4393997163	426.3841998133	426.3841998103	426.3841998103	426.3841998083	426.3841998183	426.3841998143	426.3841998143	426.3841998173	426.3841998073	426.3841998173	426.3841998173	426.3841998173	426.3841998273	426.3841998273	426.3841998173	426.3841998173	426.3841998173	426.3841998073	426.3841998133	426.3841998233
Bradypodion_ventrale	336.2069998761	336.2069998761	336.2069998761	336.2069998761	336.2069998771	336.2069998641	336.2069998641	336.2069998641	336.2069998641	336.2069998651	336.2069998651	336.2069998661	336.2069998651	336.2069998691	336.2069998641	336.2069998621	336.2069998661	336.2069998661	336.2069998661	336.2069998651	336.2069998581	336.2069998561	336.2069998661	336.2069998661	246.1307999401	246.1307999401	246.1307999401	246.1307999401	246.1307999401	246.1307999401	246.1307999401	246.1307999401	246.1307999481	246.1307999471	246.1307999471	246.1307999471	246.1307999441	246.1307999461	246.1307999461	88.429694894	88.429694894	88.429694894	86.271577504	86.271577504	86.271577504	86.271577504	0	17.382612588	89.8893586561	359.8187998561	359.8187998561	359.8187998661	359.8187998613	359.8187998613	359.8187998571	359.8187998571	359.8187998601	359.8187998601	359.8187998981	250.1232000363	376.6737998293	376.6737998278	376.6737998268	376.6737998268	376.6737998218	376.6737998318	376.6737998318	376.6737998318	376.6737998293	376.6737998317	376.6737998317	376.6737998325	376.6737998325	376.6737998323	376.6737998323	376.6737998323	376.6737998323	376.6737998325	376.6737998323	376.6737998323	376.6737998323	376.6737998323	376.6737998293	376.6737998393	376.6737997593	376.6737998393	376.6737998393	376.6737998393	376.6737998423	376.6737998373	376.6737998373	376.6737998423	376.6737998353	376.6737998353	376.6737998303	376.6737998303	407.4393997582	407.4393997582	407.4393997513	407.4393997713	407.4393997723	407.4393997723	407.4393997773	407.4393997673	407.4393997553	407.4393997553	407.4393997253	407.4393997603	407.4393997603	407.4393997203	407.4393997203	426.3841998173	426.3841998143	426.3841998143	426.3841998123	426.3841998223	426.3841998183	426.3841998183	426.3841998213	426.3841998113	426.3841998213	426.3841998213	426.3841998213	426.3841998313	426.3841998313	426.3841998213	426.3841998213	426.3841998213	426.3841998113	426.3841998173	426.3841998273
Bradypodion_pumilum	336.2069998761	336.2069998761	336.2069998761	336.2069998761	336.2069998771	336.2069998641	336.2069998641	336.2069998641	336.2069998641	336.2069998651	336.2069998651	336.2069998661	336.2069998651	336.2069998691	336.2069998641	336.2069998621	336.2069998661	336.2069998661	336.2069998661	336.2069998651	336.2069998581	336.2069998561	336.2069998661	336.2069998661	246.1307999401	246.1307999401	246.1307999401	246.1307999401	246.1307999401	246.1307999401	246.1307999401	246.1307999401	246.1307999481	246.1307999471	246.1307999471	246.1307999471	246.1307999441	246.1307999461	246.1307999461	88.429694894	88.429694894	88.429694894	86.271577504	86.271577504	86.271577504	86.271577504	17.382612588	0	89.8893586561	359.8187998561	359.8187998561	359.8187998661	359.8187998613	359.8187998613	359.8187998571	359.8187998571	359.8187998601	359.8187998601	359.8187998981	250.1232000363	376.6737998293	376.6737998278	376.6737998268	376.6737998268	376.6737998218	376.6737998318	376.6737998318	376.6737998318	376.6737998293	376.6737998317	376.6737998317	376.6737998325	376.6737998325	376.6737998323	376.6737998323	376.6737998323	376.6737998323	376.6737998325	376.6737998323	376.6737998323	376.6737998323	376.6737998323	376.6737998293	376.6737998393	376.6737997593	376.6737998393	376.6737998393	376.6737998393	376.6737998423	376.6737998373	376.6737998373	376.6737998423	376.6737998353	376.6737998353	376.6737998303	376.6737998303	407.4393997582	407.4393997582	407.4393997513	407.4393997713	407.4393997723	407.4393997723	407.4393997773	407.4393997673	407.4393997553	407.4393997553	407.4393997253	407.4393997603	407.4393997603	407.4393997203	407.4393997203	426.3841998173	426.3841998143	426.3841998143	426.3841998123	426.3841998223	426.3841998183	426.3841998183	426.3841998213	426.3841998113	426.3841998213	426.3841998213	426.3841998213	426.3841998313	426.3841998313	426.3841998213	426.3841998213	426.3841998213	426.3841998113	426.3841998173	426.3841998273
Furcifer_pardalis	336.20699988	336.20699988	336.20699988	336.20699988	336.206999881	336.206999868	336.206999868	336.206999868	336.206999868	336.206999869	336.206999869	336.20699987	336.206999869	336.206999873	336.206999868	336.206999866	336.20699987	336.20699987	336.20699987	336.206999869	336.206999862	336.20699986	336.20699987	336.20699987	246.130799944	246.130799944	246.130799944	246.130799944	246.130799944	246.130799944	246.130799944	246.130799944	246.130799952	246.130799951	246.130799951	246.130799951	246.130799948	246.13079995	246.13079995	89.8893586621	89.8893586621	89.8893586621	89.8893586521	89.8893586521	89.8893586521	89.8893586521	89.8893586561	89.8893586561	0	359.81879986	359.81879986	359.81879987	359.8187998652	359.8187998652	359.818799861	359.818799861	359.818799864	359.818799864	359.818799902	250.1232000402	376.6737998332	376.6737998317	376.6737998307	376.6737998307	376.6737998257	376.6737998357	376.6737998357	376.6737998357	376.6737998332	376.6737998356	376.6737998356	376.6737998364	376.6737998364	376.6737998362	376.6737998362	376.6737998362	376.6737998362	376.6737998364	376.6737998362	376.6737998362	376.6737998362	376.6737998362	376.6737998332	376.6737998432	376.6737997632	376.6737998432	376.6737998432	376.6737998432	376.6737998462	376.6737998412	376.6737998412	376.6737998462	376.6737998392	376.6737998392	376.6737998342	376.6737998342	407.4393997621	407.4393997621	407.4393997552	407.4393997752	407.4393997762	407.4393997762	407.4393997812	407.4393997712	407.4393997592	407.4393997592	407.4393997292	407.4393997642	407.4393997642	407.4393997242	407.4393997242	426.3841998212	426.3841998182	426.3841998182	426.3841998162	426.3841998262	426.3841998222	426.3841998222	426.3841998252	426.3841998152	426.3841998252	426.3841998252	426.3841998252	426.3841998352	426.3841998352	426.3841998252	426.3841998252	426.3841998252	426.3841998152	426.3841998212	426.3841998312
Elgaria_multicarinata	359.81879986	359.81879986	359.81879986	359.81879986	359.818799861	359.818799848	359.818799848	359.818799848	359.818799848	359.818799849	359.818799849	359.81879985	359.818799849	359.818799853	359.818799848	359.818799846	359.81879985	359.81879985	359.81879985	359.818799849	359.818799842	359.81879984	359.81879985	359.81879985	359.818799844	359.818799844	359.818799844	359.818799844	359.818799844	359.818799844	359.818799844	359.818799844	359.818799852	359.818799851	359.818799851	359.818799851	359.818799848	359.81879985	359.81879985	359.8187998621	359.8187998621	359.8187998621	359.8187998521	359.8187998521	359.8187998521	359.8187998521	359.8187998561	359.8187998561	359.81879986	0	92.48479992	141.10659993	289.1949998252	289.1949998252	289.194999821	289.194999821	289.194999824	289.194999824	289.194999862	250.1232000202	376.6737998132	376.6737998117	376.6737998107	376.6737998107	376.6737998057	376.6737998157	376.6737998157	376.6737998157	376.6737998132	376.6737998156	376.6737998156	376.6737998164	376.6737998164	376.6737998162	376.6737998162	376.6737998162	376.6737998162	376.6737998164	376.6737998162	376.6737998162	376.6737998162	376.6737998162	376.6737998132	376.6737998232	376.6737997432	376.6737998232	376.6737998232	376.6737998232	376.6737998262	376.6737998212	376.6737998212	376.6737998262	376.6737998192	376.6737998192	376.6737998142	376.6737998142	407.4393997421	407.4393997421	407.4393997352	407.4393997552	407.4393997562	407.4393997562	407.4393997612	407.4393997512	407.4393997392	407.4393997392	407.4393997092	407.4393997442	407.4393997442	407.4393997042	407.4393997042	426.3841998012	426.3841997982	426.3841997982	426.3841997962	426.3841998062	426.3841998022	426.3841998022	426.3841998052	426.3841997952	426.3841998052	426.3841998052	426.3841998052	426.3841998152	426.3841998152	426.3841998052	426.3841998052	426.3841998052	426.3841997952	426.3841998012	426.3841998112
